"","TRAP","createdBy","Date","Type","AllNotes","Source","DescriptionOfMoundOrLocale","LU_Around","LU_Top","Latitude","Longitude","Northing","Easting","Accuracy","FacingDirectionForPhoto","HeightMax","DiameterMax","HeightMin","DiameterMin","OtherDimension","AssociatedFeatureOrMaterial","SurfaceMaterialDescription","SampleCollected","ChronologyEstimate","AssociatedFeatureOrMaterialPhoto","Condition","DamageNotes","PrincipalSourceOfImpact","OtherSourcesOfImpact","ArchaeologicalPotential","MostRecentDamageWhat","MostRecentDamageWithin","RTDescription","CommentsAndRecommendations","CRMPhotos","geospatialcolumn"
"437",8517,"Bara Weissova",2018-09-11,"Other","642","Legacy verification","top of the local hill","Forest","Forest",42.04328312,26.87164731,4654589.886,489377.3409,3,"Southeast",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"0 - No observation","","No observation",NA,"No observation","Not available","No observation","NA",NA,NA,"POINT(489377.340934 4654589.886111)"
"438",8518,"Bara Weissova",2018-09-11,"Burial Mound","643, 644","Legacy verification",NA,"Annual agriculture","Scrub",42.05139541,26.86829562,4655491.014,489101.3367,3,"East",0.8,"140",NA,15,NA,"Other","loose stones on the surface","No",NA,NA,"4 - seriously damaged","","Agriculture","looting - maybe","4 - minimal","Agriculture","Last month","N/A",NA,NA,"POINT(489101.33673 4655491.013537)"
"439",8237,"Tiana Anderson",2018-09-11,"Other","886-887,explain in notes","Legacy verification","located near a black dot on the map. Prominent and mound-suitable location, but built over with a 10 m iron cross with a tiled platform around.","Pasture","Other",42.14392205,26.78636209,4665778.01,482346.937,3,"Southeast",0.5,"0",NA,NA,NA,"Standing features in vicinity","modern construction on top","No",NA,NA,"5 - extinct or near extinct","","Construction",NA,"5 - none or nearly none","Infrastructure","Last year","NA",NA,NA,"POINT(482346.936961 4665778.009668)"
"440",8238,"Tiana Anderson",2018-09-11,"Burial Mound","889-891","Legacy verification","large rocks","Pasture","Annual agriculture",42.14875641,26.78455038,4666315.154,482198.5882,3,"North",2,"32",NA,NA,NA,"Artefact scatter","looks like marble/a hard limestone","No",NA,"files/app/8ad36c8a-af8d-4173-b6e5-f0a77ee6966d_image-1536658711544.original.jpg","3 - damaged","","Looting","agriculture","3 - impaired","Agriculture","Last year","01,rectangle,10x3.0,manually excavated old/overgrown",NA,NA,"POINT(482198.588199 4666315.153677)"
"441",8239,"Tiana Anderson",2018-09-11,"Other","892-897,grassland","Legacy verification","probable water tower. square concrete structure inside possible mound. South stream irrigation system","Pasture","Pasture",42.15350908,26.77734567,4666844.378,481604.6785,3,"Northwest",0.2,"9",NA,NA,"1.5x1 for water tower","Standing features in vicinity","structure inside. stones are also associated features, one is a grinding surface stone","No",NA,"files/app/23d1db23-6079-4d32-b7b0-6256caef6820_image-1536660384547.original.jpg","5 - extinct or near extinct","","Construction","agricultute","4 - minimal","Agriculture","Unknown","NA",NA,NA,"POINT(481604.67851 4666844.377902)"
"442",8240,"Tiana Anderson",2018-09-11,"Other","903,grassland","Survey","similar water tower feature to previous record. lots of large and scattered rocks again","Annual agriculture","Pasture",42.15581651,26.77547827,4667100.981,481451.0713,16,"East",0.4,"8",NA,NA,NA,"Artefact scatter",NA,"No",NA,NA,"4 - seriously damaged","","Construction","agriculture","4 - minimal","Agriculture","Unknown","NA",NA,NA,"POINT(481451.071295 4667100.981076)"
"443",9646,"Petra Janouchova",2018-09-11,"Surface Scatter","external photos only, 595-600, not far from the river and the local water reservoir, good visibility of the surrounding terrain, but sheltered with the two surroundings hills, near Vodenska river, slightly elevated plateau; GPS taken back at the base to eliminate shapefile export issues; LAtLong manually entered from GPS, after the fieldwork, (42.04261, 26.889779)),grassland,not applicable, no mound","Legacy verification","known site under Golyamoto Kale","Pasture","Pasture",42.04261,26.889779,4665283.313,470034.2496,3,"Southwest",0,"500",NA,400,"not mound, large extent","Artefact scatter","scatter of large stones of white stone, up to 0.7 m large (0.7 X 0.7x0.4 m), photo detail taken, waypoint002","Yes (Voden_01)","late antique - medieval (photos only external)",NA,"1 - pristine","","No observation","no signs of looting","1 - full","Not available","Not relevant",NA,"no RTs visible, although the site was supposed to be looted; further monitoring recommended, detailed photo of large stone taken; tiles and bricks on the ground, stones of local white to grey stone, possibly remains of the ancient settlement",NA,"POINT(470034.249637 4665283.31331)"
"444",9647,"Petra Janouchova",2018-09-11,"Surface Scatter","only external photos, GPS taken back at the base to eliminate shape file export issues,visible all hills towards south, all the way to Turkey","Legacy verification","Golyamoto Kale possibly, identified by Toshko, information from the director of Elhovo museum","Scrub","Scrub",42.039429,26.887564,4665277.71,470034,3,"No Observation (only external pictures available)",0,"300",0,200,"large site on the top of the hill, facing south slope of the hill","Artefact scatter pottery and A/C scatter - Loose artefacts","green and golden glazed pottery, Ottoman or medieval, iron slag, A/Cs found scattered all over the area, lot of stones dispersed and piled over large area","Yes pottery, iron slag and unfired wall / daub-like fragment (Voden_02)","medieval",NA,"2 - minor damage","","Looting","metal detector looters and animals","2 - good","Looting","Unknown",NA,"stones piled or scattered around the bushes, A/C present, medieval pottery scarce but present; further monitoring recommended, possible looting",NA,"POINT(470034.000008 4665277.709871)"
"445",9648,"Petra Janouchova",2018-09-12,"Burial Mound","ext no 626,mound shape still present - has been spread out/flattened by agriculture","Legacy verification","lighter soil on top indicating that it once was larger before agricultural land use","Annual agriculture","Annual agriculture",42.16671733,26.8096665,4668304.458,484278.2419,3,"Northeast (NNE)",1.5,"40",1,35,NA,"Artefact scatter","modern glazed pottery fragments - picture taken","No",NA,"files/app/6e942e83-e279-4bf8-a34b-c8dd2e00d0cd_image-1536735339286.original.jpg","4 - seriously damaged","limestone layer present),likely within last 3mths/late spring","Urban development",NA,"3 - impaired","Agriculture","Last year","NA",NA,NA,"POINT(484278.241889 4668304.458278)"
"446",9649,"Mikaila Walker",2018-09-12,"Other","listed as geolithic point on map, but none present),ext no 621 (overview)","Legacy verification","geodetic point but no visible geodetic marker","Annual agriculture","Scrub",42.16169195,26.8026319,4667747.799,483695.8856,3,"Southwest",1,"20",0.5,10,NA,NA,NA,"No",NA,NA,"0 - No observation","","Agriculture",NA,"5 - none or nearly none","Agriculture","Unknown","NA",NA,NA,"POINT(483695.88563 4667747.799425)"
"447",9650,"Mikaila Walker",2018-09-12,"Burial Mound","ext no 632, 633,mound likely higher before agriculture - current shape is flatter and spread out","Legacy verification","limestone layer present","Annual agriculture","Annual agriculture",42.16678417,26.80907558,4668311.989,484229.4473,3,"Northeast (NNE)",2,"25",1,20,NA,"Artefact scatter","modern pottery fragment - Ottoman; modern bricks present","No",NA,"files/app/e9f9e55a-a938-4513-b2bd-7e7936fec7b7_image-1536736404141.original.jpg","4 - seriously damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last year","NA",NA,NA,"POINT(484229.447263 4668311.989063)"
"448",9651,"Mikaila Walker",2018-09-12,"Burial Mound","ext no 37, 38","Legacy verification","limestone layer present","Annual agriculture","Annual agriculture",42.16663205,26.80840048,4668295.223,484173.6454,3,"North",1.5,"35",1,30,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last year","NA","mound was likely much larger before agricultural land use - still relatively compact but flatter",NA,"POINT(484173.645378 4668295.223294)"
"449",9652,"Mikaila Walker",2018-09-12,"Burial Mound","ext no 39, 41","Legacy verification","large robber''s trench","Forest","Forest",42.16911357,26.80642698,4668571.12,484011.257,3,"Southwest (SSW)",6,"35",5,30,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","","Looting","vegetation/forest; domesticated and wild animals","4 - minimal","Looting","Unknown","01,rectangle,4,4,1.5,manually excavated large trench","ext no 42-44","files/app/69108436-4855-4741-b855-f7de55ac2bc6_image-1536739808435.original.jpg (likely animal burrow) - files/app/a54f6c1c-da86-494f-af7b-02f6748dddbb_image-1536739772974.original.jpg","POINT(484011.25704 4668571.120407)"
"450",8241,"Tiana Anderson",2018-09-12,"Burial Mound","910-912,grassland","Legacy verification","artificial marker on top of mound. has a second mound directly next to it South East","Pasture","Pasture",42.049372,26.95137896,4655259.108,495976.4354,3,"Southeast",2.7,"22",NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","","Agriculture",NA,"1 - full","Agriculture","Unknown","NA",NA,NA,"POINT(495976.435393 4655259.108241)"
"451",9653,"Mikaila Walker",2018-09-12,"Uncertain Feature","ext no 45-47,curved rectangle","Serendipity","possible tank enclosure or ditch made by farmers","Forest","Forest",42.16937197,26.80675487,4668599.749,484038.4048,3,"East",1.3,"8",1,6,"6x8x1",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation)","Other","shepherd or military input","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(484038.404752 4668599.749245)"
"452",8242,"Tiana Anderson",2018-09-12,"Burial Mound","913-917,grassland","Survey","mound with rectilinear trench from top centre down south side of mound. this mound is basically connected to #8241 as the edges of each mound touch. exterior edges circled by small marble stones","Pasture","Pasture",42.04931111,26.95155468,4655252.34,495990.9726,3,"South",2.5,"20",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","appears to be within last two years","Looting","animal diggings on top of mound near trench","4 - minimal","Looting","Other","01,rectilinear,8,1,manually excavated trench",NA,NA,"POINT(495990.972641 4655252.339873)"
"453",8243,"Tiana Anderson",2018-09-12,"Other","918-920,grassland","Survey","tank emplacement approx 1.5m deep and 8m long. could possibly be the site of an extinct mound but now it is simply a depression from tank emplacement","Pasture","Pasture",42.04902669,26.95150767,4655220.763,495987.0647,3,"South",1.5,"8",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","military activity ),specify in Annotation (military activity ),70s-80s","Other",NA,"5 - none or nearly none","Other","Other","NA",NA,NA,"POINT(495987.064709 4655220.762594)"
"454",9654,"Mikaila Walker",2018-09-12,"Uncertain Feature","ext no 648,rectangular","Survey","tank enclosure - noticed en route from 9653","Forest","Forest",42.16988297,26.80357179,4668657.088,483775.6209,3,"South",1.7,"12",1.5,6,"6x12x1.6",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation)","Other","military (trench enclosure)","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(483775.620901 4668657.087548)"
"455",8244,"Tiana Anderson",2018-09-12,"Other","923,grassland","Survey","a dug out approx  20m east from the previous tank emplacement #8243","Pasture","Pasture",42.04890317,26.95184368,4655207.033,496014.8632,3,"East",2,"4",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","military activity),specify in Annotation (military activity),cold war","Other",NA,"5 - none or nearly none","Other","Other","01,rectangle,2,4,8,manually excavated",NA,NA,"POINT(496014.863243 4655207.032629)"
"456",9655,"Mikaila Walker",2018-09-12,"Other","ext no 650","Survey","tank enclosure","Forest","Forest",42.17042221,26.80279085,4668717.109,483711.2557,96,"Southwest",3,"16",2.5,15,"16x8x2.5",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation)","Other","military impact","4 - minimal","Other","Unknown",NA,NA,NA,"POINT(483711.255746 4668717.108815)"
"457",8245,"Tiana Anderson",2018-09-12,"Other","924,grassland","Survey","1m high, stoney, military protrusion from landscape","Pasture","Pasture",42.04830276,26.95125885,4655140.397,495966.4281,3,"North",1,"6",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","military),specify in Annotation (military),cold war","Other",NA,"4 - minimal","Other","Other","NA",NA,NA,"POINT(495966.428109 4655140.397073)"
"458",9656,"Mikaila Walker",2018-09-12,"Other","ext no 652","Survey","tank enclosure","Forest","Forest",42.17103041,26.8021769,4668784.756,483660.7021,3,"South",2,"16",1.7,15,"16x8x2.5",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation)","Other","military impact","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(483660.702105 4668784.755779)"
"459",8246,"Tiana Anderson",2018-09-12,"Other","925-926,grassland","Survey","tank emplacement approx 1.5m deep and 8m long. could possibly be the site of an extinct mound d but now it is simply a depression from tank emplacement","Pasture","Pasture",42.04842093,26.95091707,4655153.533,495938.1515,3,"South",1.7,"6",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","military activity ),specify in Annotation (military activity ),70s-80s","Other",NA,"5 - none or nearly none","Other","Other","NA",NA,NA,"POINT(495938.151503 4655153.533258)"
"460",8247,"Tiana Anderson",2018-09-12,"Other","927,grassland","Survey","trench against the Turkish in cold war","Pasture","Pasture",42.04802751,26.95105658,4655109.845,495949.6718,3,"West",1,"6",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","Weather),specify in Annotation (Weather),cold war","Post-depositional",NA,"4 - minimal","Other","Other","NA",NA,NA,"POINT(495949.671797 4655109.844969)"
"461",9657,"Mikaila Walker",2018-09-12,"Burial Mound","ext no 653-672 (all photos for mound - clarify when processing),low due to vegetation","Legacy verification","large mound; limestone layers !ixed with charcoal and darker sediment see photo","Forest","Scrub",42.17162729,26.80180935,4668851.1,483630.4983,3,"Northeast",8,"35",6,40,NA,"Bones - Other (charcoal present in wall of largest robber''s trench (possibly dromos))","small to medium animal bones (mammal; 2 ribs + unknown) found in robber''s trench above chamber","Yes","charcoal: contemporary with tomb; bone: modern","files/app/4a0a695b-e8db-4358-a2ca-b5531725376a_image-1536743836914.original.jpg (ext no )","4 - seriously damaged","still some archaeological potential; looting appears unfinished and extended)","Looting","animal burrowing; vegetation","3 - impaired","Looting","Last month","01,rectangle,1.5,3.1,5,manually excavated trench with pick marks;02,rectangle,3,3,2,manually excavated deep trench;03,rectangle,2,2,1,manually excavated trench;04,circle,manually excavated trench;05,circle,manually excavated trench;06,circle,manually excavated trench;07,circle,manually excavated trench;08,circle,manually excavated trench;09,oval,3,0.5,0.5,manually excavated shallow trench (possibly unfinished; large cut trench at potential dromos; probes present atop mound; trench over possible burial chamber; other trenches present)","drill holes present (made in search of chamber)","files/app/00236191-3523-415e-b8bd-118f4d763acc_image-1536744012440.original.jpg - files/app/46624122-8580-4530-b38b-bde43f2955ef_image-1536743855917.original.jpg - files/app/7ce8b8ca-5c2d-4b56-9b33-7ceffa9e7d13_image-1536745070938.original.jpg - files/app/beca18f5-43a6-42e0-b2cc-0c26ab4cbfa8_image-1536743941750.original.jpg - files/app/eba6a56a-23d2-419e-af80-fc2a5146da43_image-1536743927669.original.jpg - files/app/fc879f01-3be6-4b91-908b-807f1e085eaf_image-1536743974723.original.jpg","POINT(483630.498254 4668851.099727)"
"462",8248,"Tiana Anderson",2018-09-12,"Burial Mound","932-933,grassland","Survey","small mound positioned besides modern dirt road","Pasture","Pasture",42.04669675,26.94923762,4654962.179,495799.0557,3,"West",1.6,"12",NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","dirt road runs over mound)","Other",NA,"1 - full","Post-depositional","Unknown","NA",NA,NA,"POINT(495799.055748 4654962.179296)"
"463",8249,"Tiana Anderson",2018-09-12,"Burial Mound","938-939,grassland","Legacy verification",NA,"Pasture","Pasture",42.04661337,26.9488293,4654952.941,495765.2582,3,"West",2.5,"25",NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","","Animal activity","rats and mice","1 - full","Animal activity","Unknown","NA",NA,NA,"POINT(495765.25824 4654952.941454)"
"464",8250,"Tiana Anderson",2018-09-12,"Other","940,grassland","Survey","tank emplacement approx 1.5m deep and 8m long. could possibly be the site of an extinct mound d but now it is simply a depression from tank emplacement

8250=8246","Pasture","Pasture",42.0445463,26.94608139,4654723.575,495537.7046,3,"South",1.7,"6",NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","military activity ),specify in Annotation (military activity ),70s-80s","Other",NA,"5 - none or nearly none","Other","Other","NA",NA,NA,"POINT(495537.704617 4654723.575417)"
"465",8251,"Tiana Anderson",2018-09-12,"Burial Mound","941,Height hard to tell due to bushes","Legacy verification","mound completely covered in scrub","Pasture","Scrub",42.04451327,26.94499905,4654719.965,495448.1284,3,"West",2,"15",NA,NA,NA,NA,NA,"No",NA,NA,"0 - No observation","hard to determineb due to scrub,hard to determineb due to scrub,hard to determineb due to scrub)","Post-depositional","totally covered by scrub","No observation","Not available","Unknown","NA",NA,NA,"POINT(495448.128389 4654719.964938)"
"466",8252,"Tiana Anderson",2018-09-12,"Other","military activity),943,grassland,Height hard to tell due to bushes","Survey","similar to 8243. shallower and has large outcrops at the bottom. looks already excavated","Pasture","Pasture",42.04382948,26.94393477,4654644.101,495359.9982,3,"West",1.5,"6",NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","military),specify in Annotation (excavated)","Other","excavated","5 - none or nearly none","Other","Unknown","NA",NA,NA,"POINT(495359.998198 4654644.100851)"
"467",9658,"Mikaila Walker",2018-09-12,"Uncertain Feature","ext no 674-675,curved rectangle","Survey","tank enclosure - noticed en route","Forest","Forest",42.17176157,26.80056883,4668866.247,483528.0722,3,"East",1.4,"9",1.3,8,"9x8x",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation)","Other","military (trench enclosure)","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(483528.072216 4668866.247138)"
"468",8253,"Tiana Anderson",2018-09-12,"Burial Mound","944-945,grassland","Legacy verification","mound that would be far more next prominent if it was not covered in many trees","Pasture","Pasture",42.04145728,26.94160317,4654380.846,495166.8534,3,"West",2,"30",NA,25,NA,NA,NA,"No",NA,NA,"1 - pristine","specify in Annotation (Natural)","Post-depositional","trees growing","1 - full","Other","Unknown","NA",NA,NA,NA
"469",9659,"Mikaila Walker",2018-09-12,"Surface Scatter","ext no 678-679","Survey","artefact scatter stones, architectural pottery, iron slag
late antiquity/roman/medieval - further investigation required","Annual agriculture","Annual agriculture",42.17426051,26.79890786,4669144.033,483391.5394,4,"South",0,"0",NA,NA,"check external GPS for accurate dimensions",NA,NA,"Yes",NA,NA,"0 - No observation","","Agriculture",NA,"2 - good","Agriculture","Last year","NA",NA,NA,"POINT(483391.539435 4669144.032715)"
"470",8254,"Tiana Anderson",2018-09-12,"Burial Mound","946,grassland","Survey","second mound directly beside previous record. top has a flat area that could be suspicious but probably due to military during cold war","Pasture","Pasture",42.0413496,26.94138061,4654368.902,495148.4259,3,"Northeast",1.9,"15",NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","","Animal activity",NA,"1 - full","Animal activity","Unknown","NA",NA,NA,"POINT(495148.425879 4654368.902021)"
"471",9660,"Petra Janouchova",2018-09-12,"Uncertain Feature","ext no 685,and stones,flat, circular","Survey","check external GPS for accurate coordinates","Annual agriculture","Scrub",42.17294924,26.79570263,4668999.067,483126.4665,3,"North",0.5,"35",0,32,"take dimensions from satellite image","Other","some large stones present","No",NA,NA,"0 - No observation","","Agriculture","vegetation/scrub","4 - minimal","Agriculture","Unknown","NA",NA,NA,"POINT(483126.46653 4668999.067289)"
"472",9661,"Petra Janouchova",2018-09-12,"Burial Mound","686-689,low due to presence of vegetation,embankment shape: rectangular; 6x10m","Legacy verification","highly destroyed with almost no archaeological potential; large tank enclosure/embankment present","Forest","Forest",42.17220823,26.79626859,4668916.681,483173.014,3,"Northeast (NNE)",2.5,"30",1,25,"check track log for accurate dimensions",NA,NA,"No",NA,NA,"4 - seriously damaged","specify in Annotation (tank embankment (military))","Other","military: tank enclosure","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(483173.014012 4668916.680588)"
"473",8255,"Tiana Anderson",2018-09-12,"Other","961,grassland","Survey","could be a military trench or a water resoivor sitting on a terrace over the South","Scrub","Pasture",42.06162864,26.91787335,4656622.081,493205.0329,3,"South",1.5,"8",NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","military or water),specify in Annotation (military or water),probably since cold war","Other",NA,"3 - impaired","Other","Other","01,see drawing for shape, 8,5,1.5,manually excavated trench",NA,NA,"POINT(493205.032861 4656622.081094)"
"474",8256,"Tiana Anderson",2018-09-12,"Other","963,grassland,highly ambiguous","Survey","probably nothing or at best an extinct burial mound. elevation point","Pasture","Pasture",42.06297476,26.91310554,4656771.931,492810.7072,16,"North",0.5,"10",NA,NA,NA,"Other (elevation point)",NA,"No",NA,NA,"0 - No observation","ambiguous,specify in Annotation) (The whole field is one big disturbance. totally ambigious),specify in Annotation (ambigious)","Other",NA,"4 - minimal","Other","Unknown","NA",NA,NA,"POINT(492810.707187 4656771.930844)"
"475",8257,"Tiana Anderson",2018-09-12,"Other","geodetic marker,969,grassland","Survey","another elevation point. concrete has 1968 in it","Pasture","Pasture",42.06662059,26.90893048,4657177.087,492465.7111,6,"North",0,"0",NA,NA,NA,NA,NA,"No",NA,NA,"0 - No observation","","No observation",NA,"No observation","Not available","No observation","NA",NA,NA,"POINT(492465.711055 4657177.087343)"
"476",9662,"Petra Janouchova",2018-09-13,"Other","military tank embankment),ext no 696,not necessarily applicable for embankment","Survey","tank embankment","Scrub","Scrub",42.17994326,26.69093829,4669801.655,474476.4706,3,"Southeast",2.2,"20",NA,12,"20x12x2.2",NA,NA,"No",NA,NA,"0 - No observation","military use),specify in Annotation (military use)","Other",NA,"5 - none or nearly none","Other","Unknown","NA",NA,NA,"POINT(474476.470573 4669801.655445)"
"477",9663,"Petra Janouchova",2018-09-13,"Other","military concrete bunker under soil layer with concrete and brick arch (entrance)),ext no 697,ploughed field close by","Legacy verification","overgrown with spiky bushes modern but unused; entrances filled with soil with several small surrounding trenches","Scrub","Scrub",42.18060817,26.69113478,4669875.424,474492.9641,3,"Northeast",2,"16",1.5,15,"2x16",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation)","Other","military outpost; overgrown vegetation; animal burrows","4 - minimal","Other","Unknown","NA","ext no 698, 699, 670 (ext photos: entrance, concrete slab)","files/app/2c49f7e1-d14f-4964-890d-93a3d1cf1771_image-1536816531111.original.jpg","POINT(474492.96415 4669875.424367)"
"478",9664,"Petra Janouchova",2018-09-13,"Burial Mound","ext no 702,round, flattened by annual agriculture - likely would have been taller","Legacy verification","mound soil lighter than the surrounding field;","Annual agriculture","Annual agriculture",42.1813202,26.69065696,4669954.625,474453.7916,3,"North",1.5,"30",1,25,NA,"Artefact scatter - Loose artefacts","2 pottery fragments - possibly LIA but worn out/damaged","No",NA,"files/app/cd14639b-316f-4a94-b13a-2a3139181639_image-1536817728971.original.jpg (ext no 706)","4 - seriously damaged","","Agriculture",NA,"3 - impaired","Agriculture","Last year","NA",NA,NA,"POINT(474453.791559 4669954.62541)"
"479",8258,"Adela Sobotkova",2018-09-13,"Burial Mound","978,grassland","Legacy verification","elevation point on top of low mound. number 1956 on marker","Pasture","Pasture",42.19856876,26.73641412,4671857.092,478238.4351,3,"West",1.5,"15",NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","minor condition due to geo marker","Animal activity",NA,"1 - full","Animal activity","Unknown","NA",NA,NA,"POINT(478238.435149 4671857.092161)"
"480",9665,"Petra Janouchova",2018-09-13,"Burial Mound","ext no 707,small; circular","Survey","pile of stones on top next to poss. RT;","Annual agriculture","Scrub",42.18074467,26.69058411,4669890.744,474447.5436,3,"West",1.2,"22",NA,20,NA,NA,NA,"No",NA,NA,"3 - damaged","specify in Annotation (overgrowth; looting)","Looting","vegetation overgrowth","3 - impaired","Other","Unknown","01,rectangle,2.0,1.0,0.5,manually excavated shallow trench","ext no 708","files/app/88782de3-9cb2-44b6-87a9-09eccb47c77a_image-1536818695778.original.jpg - files/app/95ed8e72-5353-4319-9a98-0edc8f2a0b35_image-1536818672843.original.jpg","POINT(474447.543593 4669890.744317)"
"481",8519,"Bara Weissova",2018-09-13,"Burial Mound","grassland","Legacy verification","geodetic point from 1956 lying N of the mound","Pasture","Pasture",42.20506247,26.71619969,4672583.463,476571.9362,3,"East",5,"35",4.5,30,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","military activity - tank shelter (?)","4 - minimal","Looting","Unknown","01,curved rectangle,10,4,2,manually excavated deep trench with top NW",NA,"files/app/519cbed2-9c3c-4a10-894e-980462dfd95c_image-1536819062851.original.jpg - files/app/abb4f0c1-4fcb-4578-8ce7-d31700fe2cc9_image-1536819026901.original.jpg","POINT(476571.936178 4672583.4631)"
"482",9800,"Elissa SinClair",2018-09-13,"Surface Scatter","047-057,agricultural fields, with Popovska river and associated forest forming southern boundary.,bordered by river and creek on two sides - fluvial valley","Survey","agricultural field between Popovo and Dabovo closest to Popovo, west of the northern tributaries","Annual agriculture","Annual agriculture",42.20390308,26.74773006,4672446.552,479174.4277,3,"No Observation",NA,"NA",NA,NA,NA,"Artefact scatter (ottoman glazed pottery, hand-made pottery sherds, modern building rubble)","dry harrowed field (8-15cm)","Yes (Popovo 1)",NA,NA,"0 - No observation","","Agriculture",NA,"No observation","Agriculture","Unknown",NA,NA,NA,"POINT(479174.427697 4672446.551972)"
"483",8259,"Adela Sobotkova",2018-09-13,"Burial Mound","984-985,pasture with a bit of scrub,grassland","Legacy verification","cut out of South East part of mound with a small ditch off of that. flat platform where it has probably been cut off. definitely manmade","Pasture","Pasture",42.19716924,26.7398455,4671700.831,478521.2547,3,"Northwest",1.4,"15",NA,NA,NA,NA,"2m X 1.5 pit on South East part","No",NA,"files/app/55d09a60-2a2b-4142-aa21-9608ff2df5e4_image-1536819835462.original.jpg","2 - minor damage","mound appears modified. top and southeast side sliced off.  military? someone cut the ground with no apparent purpose),specify in Annotation (modified by humans)","Other",NA,"2 - good","Other","Unknown","NA",NA,NA,"POINT(478521.254669 4671700.830547)"
"484",9666,"Petra Janouchova",2018-09-13,"Uncertain Feature","ext no 709,irregular rectangles","Survey","double-ditch; two large military ditches side by side","Scrub","Scrub",42.18029938,26.691235,4669841.108,474501.1167,3,"North",1,"16",0,8,"area: 16x8x1",NA,NA,"No",NA,NA,"0 - No observation","specify in Annotation (military)","Other","military activity","4 - minimal","Other","Unknown","NA",NA,NA,"POINT(474501.116739 4669841.108145)"
"485",8520,"Bara Weissova",2018-09-13,"Burial Mound","grassland","Legacy verification","entirely dug through by some animal","Pasture","Pasture",42.206242,26.71527562,4672714.684,476496.0903,3,"Southeast",3.5,"45",3,40,NA,"Loose artefacts","rim, stones, mortar","Yes",NA,"files/app/58406f5e-8090-45bd-92d0-4aae064bfa74_image-1536820642123.original.jpg","3 - damaged","","Animal activity",NA,"3 - impaired","Animal activity","Last week","NA","seems some animal dug the mound through and already hit the grave based on loose artefacts in front of the hole in the North","files/app/2ec46f61-440a-4979-900a-7b2f7537ecb1_image-1536820689039.original.jpg - files/app/409ed54c-e148-46a1-995f-3dc294dfeb86_image-1536821035756.original.jpg","POINT(476496.09032 4672714.684269)"
"486",8260,"Adela Sobotkova",2018-09-13,"Surface Scatter","988,,grassland,potential for further survey, this 30m is as far as we looked to the southwest","Survey","light scattering of AC, daub,
, tableware and Amphora fragments in an area of 30x30m between a 20m patch of grass/scrub and the dirt road on the way to mound #3 of the day,","Annual agriculture","Pasture",42.187331,26.74258632,4670607.778,478744.2454,3,"Northwest",0,"30",NA,NA,NA,"Artefact scatter",NA,"Yes","Late Roman ( judging by Amphora handle) a","files/app/f74785ae-ac82-410d-89e9-ac0ca72af84e_image-1536823090837.original.jpg (ext #989)","3 - damaged","","Agriculture",NA,"2 - good","Agriculture","Last week","NA",NA,NA,"POINT(478744.245379 4670607.777648)"
"487",8521,"Bara Weissova",2018-09-13,"Burial Mound","","Legacy verification",NA,"Scrub","Annual agriculture",42.18879324,26.69787388,4670782.241,475052.7186,3,"West",2,"45",1.5,40,NA,NA,NA,"No",NA,NA,"3 - damaged","","Looting","agriculture around","3 - impaired","Looting","Unknown","01,circle,3,2.5,0.5,manually excavated trench;02,elongated,3,1,0.3,manually excavated shallow trench (top to NE)",NA,"files/app/6d9cc1b4-2d0d-44c9-8ceb-2ff2ede483a8_image-1536823534135.original.jpg","POINT(475052.718628 4670782.24126)"
