"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"706",8152,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"40",35,"1","4 - seriously damaged","Agriculture"
"707",8153,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"60",55,"0.8","4 - seriously damaged","Agriculture"
"708",8382,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-14,"150",NA,"0","3 - damaged","Agriculture"
"709",8154,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"60",55,"1","4 - seriously damaged","Agriculture"
"710",8383,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-14,"150",NA,"0","0 - No observation","Agriculture"
"711",8384,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-14,"25",NA,"2.5","2 - minor damage","Anthropogenic"
"712",8385,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-14,"30",NA,"3","2 - minor damage","Looting"
"713",8155,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"0",0,"0","5 - extinct or near extinct","Agriculture"
"714",8386,"Legacy verification","Extinct Burial Mound","Scrub","Pasture",2017-09-14,"30",NA,"3","5 - extinct or near extinct","Urban development"
"715",8156,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-14,"60",60,"0.8","4 - seriously damaged","Agriculture"
"716",9586,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"45",45,"7","2 - minor damage","Looting"
"717",9587,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"30",30,"2","4 - seriously damaged","Agriculture"
"718",9588,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-15,"45",40,"7","2 - minor damage","Looting"
"719",8387,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-15,"33",NA,"2.8","2 - minor damage","Looting"
"720",8157,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"40",50,"0.8","4 - seriously damaged","Agriculture"
"721",8388,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",2017-09-15,"15",NA,"0.4","4 - seriously damaged","Agriculture"
"722",9589,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-15,"15",13,"1","2 - minor damage","Post-depositional"
"723",8389,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"28",NA,"1","3 - damaged","Agriculture"
"724",9590,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-15,"19",18,"1.5","2 - minor damage","Post-depositional"
"725",8390,"Legacy verification","Burial Mound","Annual agriculture","Other",2017-09-15,"32",NA,"0.8","4 - seriously damaged","Road cut"
"726",8391,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"35",NA,"1.5","3 - damaged","Agriculture"
"727",9591,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"20",20,"1.5","2 - minor damage","Agriculture"
"728",8158,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-15,"35",30,"1","1 - pristine","No observation"
"729",9592,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"18",18,"1.1","2 - minor damage","Agriculture"
"730",9593,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"16",16,"0.9","3 - damaged","Agriculture"
"731",8392,"Legacy verification","Burial Mound","Annual agriculture","Other",2017-09-15,"35",NA,"1.2","4 - seriously damaged","Construction"
"732",9594,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"17",17,"0.9","2 - minor damage","Agriculture"
"733",9595,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"14",14,"0.8","2 - minor damage","Agriculture"
"734",9596,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"17",17,"0.9","2 - minor damage","Agriculture"
"735",8393,"Legacy verification","Burial Mound","Annual agriculture","Other",2017-09-15,"30",NA,"1.2","4 - seriously damaged","Construction"
"736",8159,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"35",25,"2.5","3 - damaged","Looting"
"737",9597,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"24",24,"3.5","2 - minor damage","Agriculture"
"738",8394,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"30",NA,"0.3","5 - extinct or near extinct","Agriculture"
"739",9598,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"19",18,"1.6","2 - minor damage","Agriculture"
"740",8395,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"40",NA,"2.5","3 - damaged","Agriculture"
"741",9599,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"29",29,"5","3 - damaged","Looting"
"742",8396,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"743",8160,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-15,"40",40,"3.5","2 - minor damage","Animal activity"
"744",9600,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-15,"17",17,"1.6","3 - damaged","Agriculture"
"745",8397,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"40",NA,"2.3","3 - damaged","Agriculture"
"746",9601,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"24",20,"3.5","3 - damaged","Looting"
"747",8161,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-15,"50",45,"2","0 - No observation","No observation"
"748",9602,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"15",15,"0.4","3 - damaged","Agriculture"
"749",9603,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"15",15,"0.4","3 - damaged","Agriculture"
"750",8398,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-15,"27",NA,"1.7","4 - seriously damaged","Agriculture"
"751",8399,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"25",NA,"1.4","4 - seriously damaged","Agriculture"
"752",8162,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"60",50,"0.8","4 - seriously damaged","Looting"
"753",8400,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"34",NA,"2","3 - damaged","Agriculture"
"754",9604,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"19",19,"1.6","3 - damaged","Agriculture"
"755",9605,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"19",15,"1.5","3 - damaged","Agriculture"
"756",9606,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"20",18,"1.9","2 - minor damage","Agriculture"
"757",9607,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"20",20,"0.8","2 - minor damage","Agriculture"
"758",9608,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"26",24,"2","4 - seriously damaged","Looting"
"759",8401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"30",NA,"0.8","4 - seriously damaged","Agriculture"
"760",9609,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"25",22,"2","3 - damaged","Looting"
"761",8163,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"60",55,"0.5","4 - seriously damaged","Agriculture"
"762",9610,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"18",17,"1.4","3 - damaged","Agriculture"
"763",9611,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"27",25,"2.8","3 - damaged","Looting"
"764",9612,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"23",22,"2","4 - seriously damaged","Looting"
"765",9613,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-15,"25",23,"2.1","2 - minor damage","Agriculture"
"766",8165,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-15,"50",50,"4.5","2 - minor damage","Animal activity"
"767",8166,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-15,"0",0,"0","0 - No observation","Agriculture"
"768",8167,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-15,"40",40,"2","3 - damaged","Agriculture"
"769",8168,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-15,"60",50,"5","2 - minor damage","Animal activity"
"770",8169,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"60",60,"2.5","2 - minor damage","Agriculture"
"771",8170,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-15,"45",40,"0.4","5 - extinct or near extinct","Agriculture"
"772",9614,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-18,"18",14,"1.7","3 - damaged","Looting"
"773",8171,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"0",0,"0","5 - extinct or near extinct","Agriculture"
"774",9615,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-18,"35",30,"3.5","4 - seriously damaged","Looting"
"775",8172,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"0",0,"0","5 - extinct or near extinct","Agriculture"
"776",9616,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2017-09-18,"0",NA,"0","5 - extinct or near extinct","Other"
"777",8173,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-18,"40",35,"1","1 - pristine","No observation"
"778",9617,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-18,"30",28,"3.1","4 - seriously damaged","Looting"
"779",9338,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"50",45,"1.2","4 - seriously damaged","Agriculture"
"780",9071,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-18,"50",50,"1.5","4 - seriously damaged","Construction"
"781",9618,"Legacy verification","Uncertain Mound","Annual agriculture","Pasture",2017-09-18,"15",15,"0.5","4 - seriously damaged","Looting"
"782",9619,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-18,"25",20,"3.5","4 - seriously damaged","Looting"
"783",9620,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-18,"14",14,"1.1","3 - damaged","Looting"
"784",9621,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2017-09-18,"0",0,"0","0 - No observation","No observation"
"785",8174,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"40",30,"1.5","3 - damaged","Agriculture"
"786",8175,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"35",30,"2","3 - damaged","Agriculture"
"787",9622,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"21",20,"1.4","3 - damaged","Agriculture"
"788",8176,"Survey","Burial Mound","Annual agriculture","Pasture",2017-09-18,"45",40,"4.5","3 - damaged","Looting"
"789",8177,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"55",50,"1.8","3 - damaged","Agriculture"
"790",8178,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"50",45,"1.5","3 - damaged","Agriculture"
"791",8179,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"60",50,"2.5","4 - seriously damaged","Agriculture"
"792",8180,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"793",8181,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"45",35,"1.1","4 - seriously damaged","Agriculture"
"794",8182,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"795",8183,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-18,"0",NA,"0","4 - seriously damaged","Agriculture"
"796",8184,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"35",30,"0.9","4 - seriously damaged","Agriculture"
"797",8185,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"55",50,"2.3","3 - damaged","Agriculture"
"798",8186,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"40",54,"1.2","4 - seriously damaged","Agriculture"
"799",8187,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-18,"28",25,"1.1","4 - seriously damaged","Agriculture"
"800",9623,"Legacy verification","Uncertain Mound","Scrub","Scrub",2017-09-19,"0",NA,"0","0 - No observation","No observation"
"801",9624,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"20",19,"1.6","3 - damaged","Looting"
"802",9625,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"18",NA,"1.5","3 - damaged","Looting"
"803",8402,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-19,"28",NA,"1.9","3 - damaged","Construction"
"804",9626,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2017-09-19,"50",50,"3","0 - No observation","Construction"
"805",9627,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"22",20,"1.2","4 - seriously damaged","Looting"
"806",8403,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-19,"35",NA,"2.5","2 - minor damage","Looting"
"807",9628,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"24",23,"1.2","2 - minor damage","Looting"
"808",8188,"Legacy verification","Burial Mound","Annual agriculture","Other",2017-09-19,"45",40,"0.8","3 - damaged","Agriculture"
"809",8189,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"35",30,"0.8","5 - extinct or near extinct","Agriculture"
"810",8190,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"50",40,"0.8","5 - extinct or near extinct","Agriculture"
"811",8191,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"40",35,"0.8","5 - extinct or near extinct","Agriculture"
"812",8404,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"28",NA,"1.5","4 - seriously damaged","Agriculture"
"813",9629,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"15",15,"1.75","4 - seriously damaged","Agriculture"
"814",8192,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-19,"0",NA,"0","0 - No observation","Agriculture"
"815",9630,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"25",20,"1.7","3 - damaged","Looting"
"816",8405,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-19,"16",NA,"0.6","4 - seriously damaged","Agriculture"
"817",9631,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"35",30,"1.6","3 - damaged","Construction"
"818",8193,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"45",40,"1.2","5 - extinct or near extinct","Agriculture"
"819",8406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"20",NA,"1","4 - seriously damaged","Agriculture"
"820",9632,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"30",25,"1","4 - seriously damaged","Looting"
"821",8194,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"25",12,"1.3","5 - extinct or near extinct","Looting"
"822",8195,"Survey","Burial Mound","Pasture","Pasture",2017-09-19,"35",25,"2","3 - damaged","Looting"
"823",9633,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"30",26,"2.7","3 - damaged","Looting"
"824",9634,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"28",25,"2.1","4 - seriously damaged","Looting"
"825",8407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-19,"30",25,"1.75","4 - seriously damaged","Agriculture"
"826",8196,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"55",50,"1.2","4 - seriously damaged","Agriculture"
"827",9635,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"25",25,"1.2","2 - minor damage","Post-depositional"
"828",9636,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"40",35,"3","3 - damaged","Looting"
"829",9637,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-19,"24",23,"2.1","3 - damaged","Looting"
"830",8197,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2017-09-19,"40",30,"1.2","4 - seriously damaged","Agriculture"
"831",8408,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"36",NA,"2.2","3 - damaged","Agriculture"
"832",8409,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"17",NA,"0.9","4 - seriously damaged","Agriculture"
"833",8198,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-19,"55",55,"7","4 - seriously damaged","Looting"
"834",8199,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"60",55,"2","4 - seriously damaged","Agriculture"
"835",8410,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-19,"100",NA,"0.5","3 - damaged","Agriculture"
"836",8411,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"25",NA,"1.4","3 - damaged","Agriculture"
"837",8412,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"15",NA,"0.3","5 - extinct or near extinct","Agriculture"
"838",8413,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"15",NA,"0.3","5 - extinct or near extinct","Agriculture"
"839",8414,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-19,"25",NA,"1.15","3 - damaged","Agriculture"
"840",9400,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-20,"55",50,"1.8","2 - minor damage","Agriculture"
"841",9638,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-20,"39",35,"1.6","4 - seriously damaged","Agriculture"
"842",9639,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-20,"100",100,"0","3 - damaged","Agriculture"
"843",9640,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2017-09-20,"25",23,"0.8","3 - damaged","Agriculture"
"844",8200,"Legacy verification","Burial Mound","Forest","Forest",2017-09-20,"10",10,"0.5","5 - extinct or near extinct","Looting"
"845",8415,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-20,"13",10,"1.1","3 - damaged","Post-depositional"
"846",8416,"Legacy verification","Extinct Burial Mound","Other","Other",2017-09-20,"0",NA,"0","5 - extinct or near extinct","Excavation"
"847",8417,"Legacy verification","Extinct Burial Mound","Other","Other",2017-09-20,"0",NA,"0","5 - extinct or near extinct","Excavation"
"848",8201,"Legacy verification","Surface Scatter","Forest","Forest",2017-09-20,"45",45,"8","2 - minor damage","Looting"
"849",9641,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-20,"43",39,"2.6","3 - damaged","Agriculture"
"850",8202,"Legacy verification","Burial Mound","Forest","Scrub",2017-09-20,"45",45,"5","2 - minor damage","Looting"
"851",8418,"Legacy verification","Surface Scatter","Pasture","Pasture",2017-09-20,"100",NA,"1","2 - minor damage","Agriculture"
"852",8203,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-20,"50",45,"1.8","4 - seriously damaged","Agriculture"
"853",9642,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-20,"100",100,"0","3 - damaged","Agriculture"
"854",8204,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2017-09-20,"30",20,"1.2","3 - damaged","Looting"
"855",9643,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",2017-09-20,"50",45,"1.5","3 - damaged","Agriculture"
"856",8419,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-20,"100",NA,"0","3 - damaged","Agriculture"
"857",8205,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-20,"20",20,"1.5","3 - damaged","Other"
"858",8420,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-20,"20",NA,"3.5","3 - damaged","Looting"
"859",8421,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-20,"16",NA,"2.2","4 - seriously damaged","Looting"
"860",9644,"Legacy verification","Uncertain Feature","Pasture","Pasture",2017-09-20,"100",NA,"5","3 - damaged","Construction"
"861",8206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-20,"60",60,"2.3","2 - minor damage","Looting"
"862",8422,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-20,"22",NA,"2.5","4 - seriously damaged","Looting"
"863",9645,"Legacy verification","Uncertain Mound","Annual agriculture","Pasture",2017-09-20,"30",25,"1.4","4 - seriously damaged","Construction"
"864",8207,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-20,"60",50,"1.8","3 - damaged","Agriculture"
"865",8423,"Legacy verification","Burial Mound","Scrub","Pasture",2017-09-20,"25",NA,"2.3","3 - damaged","Looting"
"866",8424,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-20,"8",NA,"1","2 - minor damage","Post-depositional"
"867",8208,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-20,"60",60,"1.9","3 - damaged","Agriculture"
"868",8425,"Legacy verification","Surface Scatter","Pasture","Pasture",2017-09-20,"100",NA,"9","3 - damaged","Looting"
"869",8209,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-20,"30",20,"3.5","3 - damaged","Construction"
"870",8426,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-20,"20",NA,"3","2 - minor damage","Looting"
"871",8210,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-20,"20",15,"1.2","2 - minor damage","Looting"
"872",8427,"Legacy verification","Uncertain Mound","Scrub","Pasture",2017-09-20,"14",NA,"1.7","4 - seriously damaged","Construction"
"873",8428,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-20,"18",NA,"1.65","2 - minor damage","Construction"
"874",8211,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-21,"25",25,"1.4","4 - seriously damaged","Looting"
"875",8212,"Legacy verification","Extinct Burial Mound","Other","Other",2017-09-21,"0",NA,"0","0 - No observation","Construction"
"876",8213,"Legacy verification","Burial Mound","Forest","Scrub",2017-09-21,"25",20,"1.2","4 - seriously damaged","Looting"
"877",8214,"Legacy verification","Burial Mound","Forest","Forest",2017-09-21,"40",35,"0.4","1 - pristine","No observation"
"878",8215,"Legacy verification","Extinct Burial Mound","Forest","Forest",2017-09-21,"0",NA,"0","5 - extinct or near extinct","No observation"
"879",8216,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-21,"0",0,"0","0 - No observation","Agriculture"
"880",8217,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2017-09-21,"20",20,"0.4","5 - extinct or near extinct","No observation"
"881",8429,"Legacy verification","Burial Mound","Pasture","Scrub",2017-09-25,"25",NA,"1.7","4 - seriously damaged","Excavation"
"882",8430,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-25,"12",NA,"0.8","5 - extinct or near extinct","Excavation"
"883",8431,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-25,"18",NA,"0.5","4 - seriously damaged","Looting"
"884",8432,"Legacy verification","Burial Mound","Scrub","Scrub",2017-09-25,"40",NA,"3","3 - damaged","Excavation"
"885",8433,"Legacy verification","Extinct Burial Mound","Other","Other",2017-09-25,"0",NA,"0","5 - extinct or near extinct","Urban development"
"886",8434,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2017-09-25,"40",NA,"5","1 - pristine","Looting"
"887",8435,"Legacy verification","Burial Mound","Pasture","Pasture",2017-09-25,"35",NA,"3.5","3 - damaged","Construction"
"888",8436,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-25,"25",NA,"0.8","5 - extinct or near extinct","Agriculture"
"889",8437,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2017-09-25,"20",NA,"0.7","5 - extinct or near extinct","Agriculture"
"890",8218,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-28,"0",NA,"0","0 - No observation","Agriculture"
"891",8219,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"45",42,"1.9","3 - damaged","Agriculture"
"892",8220,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"50",45,"0.4","4 - seriously damaged","Agriculture"
"893",8221,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"25",22,"1.2","3 - damaged","Agriculture"
"894",8222,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"30",26,"0.8","4 - seriously damaged","Agriculture"
"895",8223,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"34",31,"1","4 - seriously damaged","Agriculture"
"896",8224,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"21",20,"0.6","4 - seriously damaged","Agriculture"
"897",8225,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"51",48,"1.6","3 - damaged","Agriculture"
"898",8226,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2017-09-28,"32",30,"1.3","4 - seriously damaged","Agriculture"
"899",8227,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",2017-09-28,"0",0,"0","0 - No observation","Agriculture"
"900",8501,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"35",35,"5","2 - minor damage","Looting"
"901",8502,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-10,"45",40,"4","2 - minor damage","Looting"
"902",8503,"Legacy verification","Uncertain Feature","Pasture","Pasture",2018-09-10,"0",NA,"0","1 - pristine","No observation"
"903",8504,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-10,"45",40,"2","4 - seriously damaged","Agriculture"
"904",8505,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-10,"60",55,"6","2 - minor damage","Looting"
"905",8506,"Legacy verification","Burial Mound","Pasture","Other",2018-09-10,"60",55,"4","4 - seriously damaged","Excavation"
"906",8507,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"120",60,"15","4 - seriously damaged","Excavation"
"907",8508,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"35",30,"1.5","4 - seriously damaged","Looting"
"908",8509,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-10,"80",75,"5","2 - minor damage","Looting"
"909",8510,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"40",35,"4.5","2 - minor damage","Looting"
"910",8230,"Legacy verification","Uncertain Feature","Annual agriculture","Scrub",2018-09-11,"18",NA,"2","4 - seriously damaged","Construction"
"911",8231,"Legacy verification","Uncertain Feature","Pasture","Pasture",2018-09-11,"100",NA,"0.5","0 - No observation","No observation"
"912",8511,"Legacy verification","Other","Pasture","Pasture",2018-09-11,"0",NA,"0","0 - No observation","No observation"
"913",8512,"Legacy verification","Other","Other","Other",2018-09-11,"0",NA,"0","0 - No observation","No observation"
"914",8232,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"16",NA,"1","4 - seriously damaged","Agriculture"
"915",8513,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"30",25,"2.5","3 - damaged","Urban development"
"916",8233,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"17",15,"1.3","2 - minor damage","Agriculture"
