"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","OBJECTID","geometry"
"654",8205,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"20",20,"1.5","3 - damaged","Other",0,NA,465762.756279862,4687393.88968371,15,c(465762.756279862, 4687393.88968371)
"655",8420,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",NA,"3.5","3 - damaged","Looting",0,NA,463389.501386245,4684959.60363275,15,c(463389.501386245, 4684959.60363275)
"656",8421,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"16",NA,"2.2","4 - seriously damaged","Looting",0,NA,463313.24017835,4685160.95827355,15,c(463313.24017835, 4685160.95827355)
"657",9644,"Legacy verification","Uncertain Feature","Pasture","Pasture",NA,"100",NA,"5","3 - damaged","Construction",0,NA,445710.447905552,4699311.32311354,15,c(445710.447905552, 4699311.32311354)
"658",8206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"60",60,"2.3","2 - minor damage","Looting",0,NA,468117.748887486,4690396.99360392,15,c(468117.748887486, 4690396.99360392)
"659",8422,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"22",NA,"2.5","4 - seriously damaged","Looting",0,NA,463268.453394965,4685355.81195797,15,c(463268.453394965, 4685355.81195797)
"660",9645,"Legacy verification","Uncertain Mound","Annual agriculture","Pasture",NA,"30",25,"1.4","4 - seriously damaged","Construction",0,NA,445501.009174763,4697841.9444339,15,c(445501.009174763, 4697841.9444339)
"661",8207,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",50,"1.8","3 - damaged","Agriculture",0,NA,466174.88651174,4690371.42208728,15,c(466174.88651174, 4690371.42208728)
"662",8423,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"25",NA,"2.3","3 - damaged","Looting",0,NA,463036.652368671,4685260.0301163,15,c(463036.652368671, 4685260.0301163)
"663",8424,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"8",NA,"1","2 - minor damage","Post-depositional",0,NA,462681.456679675,4685121.56422531,15,c(462681.456679675, 4685121.56422531)
"664",8208,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"1.9","3 - damaged","Agriculture",0,NA,463477.942906745,4690820.55511027,15,c(463477.942906745, 4690820.55511027)
"665",8425,"Legacy verification","Surface Scatter","Pasture","Pasture",NA,"100",NA,"9","3 - damaged","Looting",0,NA,463481.686830663,4685532.79942257,15,c(463481.686830663, 4685532.79942257)
"666",8209,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",20,"3.5","3 - damaged","Construction",0,NA,460957.862104218,4689563.55680187,15,c(460957.862104218, 4689563.55680187)
"667",8426,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",NA,"3","2 - minor damage","Looting",0,NA,462406.640756941,4686613.17551474,15,c(462406.640756941, 4686613.17551474)
"668",8210,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",15,"1.2","2 - minor damage","Looting",0,NA,460860.973108814,4690537.32736289,15,c(460860.973108814, 4690537.32736289)
"669",8427,"Legacy verification","Uncertain Mound","Scrub","Pasture",NA,"14",NA,"1.7","4 - seriously damaged","Construction",0,NA,462313.043507117,4686999.3271788,15,c(462313.043507117, 4686999.3271788)
"670",8428,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.65","2 - minor damage","Construction",0,NA,462203.21612765,4687210.53835459,15,c(462203.21612765, 4687210.53835459)
"671",8211,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"25",25,"1.4","4 - seriously damaged","Looting",0,NA,439327.798815504,4692808.43080336,15,c(439327.798815504, 4692808.43080336)
"672",8212,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","0 - No observation","Construction",0,NA,442867.132803033,4688478.4950156,15,c(442867.132803033, 4688478.4950156)
"673",8213,"Legacy verification","Burial Mound","Forest","Scrub",NA,"25",20,"1.2","4 - seriously damaged","Looting",0,NA,444177.746648802,4687522.05356745,15,c(444177.746648802, 4687522.05356745)
"674",8214,"Legacy verification","Burial Mound","Forest","Forest",NA,"40",35,"0.4","1 - pristine","No observation",0,NA,445127.569836948,4688707.0907812,15,c(445127.569836948, 4688707.0907812)
"675",8215,"Legacy verification","Extinct Burial Mound","Forest","Forest",NA,"0",NA,"0","5 - extinct or near extinct","No observation",0,NA,445090.048646673,4688737.53634395,15,c(445090.048646673, 4688737.53634395)
"676",8216,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture",0,NA,444997.946724306,4688668.3005904,15,c(444997.946724306, 4688668.3005904)
"677",8217,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"20",20,"0.4","5 - extinct or near extinct","No observation",0,NA,444941.193405707,4688539.13682622,15,c(444941.193405707, 4688539.13682622)
"678",8429,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"25",NA,"1.7","4 - seriously damaged","Excavation",0,NA,460899.48567248,4713321.90116622,15,c(460899.48567248, 4713321.90116622)
"679",8430,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"12",NA,"0.8","5 - extinct or near extinct","Excavation",0,NA,461055.087733678,4712545.08419055,15,c(461055.087733678, 4712545.08419055)
"680",8431,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"0.5","4 - seriously damaged","Looting",0,NA,461195.298672588,4712736.35349004,15,c(461195.298672588, 4712736.35349004)
"681",8432,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"40",NA,"3","3 - damaged","Excavation",0,NA,461220.816461585,4711146.66676823,15,c(461220.816461585, 4711146.66676823)
"682",8433,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Urban development",0,NA,463171.716221946,4708852.08017705,15,c(463171.716221946, 4708852.08017705)
"683",8434,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"40",NA,"5","1 - pristine","Looting",0,NA,467217.001022352,4706901.0325929,15,c(467217.001022352, 4706901.0325929)
"684",8436,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"0.8","5 - extinct or near extinct","Agriculture",0,NA,464856.571584436,4700191.35114492,15,c(464856.571584436, 4700191.35114492)
"685",8437,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"0.7","5 - extinct or near extinct","Agriculture",0,NA,464888.956649206,4700202.78116778,15,c(464888.956649206, 4700202.78116778)
"686",8218,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Agriculture",0,NA,444358.341726128,4694148.07508348,15,c(444358.341726128, 4694148.07508348)
"687",8219,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",42,"1.9","3 - damaged","Agriculture",0,NA,444572.821436292,4693689.98006425,15,c(444572.821436292, 4693689.98006425)
"688",8220,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",45,"0.4","4 - seriously damaged","Agriculture",0,NA,444614.454466512,4693715.56018924,15,c(444614.454466512, 4693715.56018924)
"689",8221,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",22,"1.2","3 - damaged","Agriculture",0,NA,450246.274122454,4698324.45554918,15,c(450246.274122454, 4698324.45554918)
"690",8222,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",26,"0.8","4 - seriously damaged","Agriculture",0,NA,450635.42233747,4697016.93520587,15,c(450635.42233747, 4697016.93520587)
"691",8223,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"34",31,"1","4 - seriously damaged","Agriculture",0,NA,450047.011864466,4695745.04530289,15,c(450047.011864466, 4695745.04530289)
"692",8224,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"21",20,"0.6","4 - seriously damaged","Agriculture",0,NA,453296.357566747,4694726.34489691,15,c(453296.357566747, 4694726.34489691)
"693",8225,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"51",48,"1.6","3 - damaged","Agriculture",0,NA,455330.418918664,4697361.03248506,15,c(455330.418918664, 4697361.03248506)
"694",8226,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"32",30,"1.3","4 - seriously damaged","Agriculture",0,NA,452405.783203664,4699196.63897701,15,c(452405.783203664, 4699196.63897701)
"695",8501,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"35",35,"5","2 - minor damage","Looting",0,NA,471208.267579539,4666088.21508985,15,c(471208.267579539, 4666088.21508985)
"696",8502,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-10,"45",40,"4","2 - minor damage","Looting",0,NA,471795.459601312,4666027.55496837,15,c(471795.459601312, 4666027.55496837)
"697",8503,"Legacy verification","Uncertain Feature","Pasture","Pasture",2018-09-10,"0",NA,"0","1 - pristine","No observation",0,NA,472071.042176755,4666103.80024313,15,c(472071.042176755, 4666103.80024313)
"698",8504,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-10,"45",40,"2","4 - seriously damaged","Agriculture",0,NA,472278.258467708,4665816.93492966,15,c(472278.258467708, 4665816.93492966)
"699",8505,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-10,"60",55,"6","2 - minor damage","Looting",0,NA,473034.585818696,4666095.10288,15,c(473034.585818696, 4666095.10288)
"700",8506,"Legacy verification","Burial Mound","Pasture","Other",2018-09-10,"60",55,"4","4 - seriously damaged","Excavation",0,NA,473155.084307441,4666049.12295017,15,c(473155.084307441, 4666049.12295017)
"701",8507,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-10,"120",60,"15","4 - seriously damaged","Excavation",0,NA,474066.299249716,4665960.39992441,15,c(474066.299249716, 4665960.39992441)
"702",8508,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"35",30,"1.5","4 - seriously damaged","Looting",0,NA,474146.549990064,4665917.19878944,15,c(474146.549990064, 4665917.19878944)
"703",8509,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-10,"80",75,"5","2 - minor damage","Looting",0,NA,474754.404152305,4665953.31517822,15,c(474754.404152305, 4665953.31517822)
"704",8510,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-10,"40",35,"4.5","2 - minor damage","Looting",0,NA,474801.020389757,4666120.4712201,15,c(474801.020389757, 4666120.4712201)
"705",8230,"Legacy verification","Uncertain Feature","Annual agriculture","Scrub",2018-09-11,"18",NA,"2","4 - seriously damaged","Construction",0,NA,478302.190827989,4665581.32980425,15,c(478302.190827989, 4665581.32980425)
"706",8231,"Legacy verification","Uncertain Feature","Pasture","Pasture",2018-09-11,"100",NA,"0.5","0 - No observation","No observation",0,NA,479833.020905015,4665558.6424949,15,c(479833.020905015, 4665558.6424949)
"707",8511,"Legacy verification","Other","Pasture","Pasture",2018-09-11,"0",NA,"0","0 - No observation","No observation",0,NA,488807.028394241,4650196.88770286,15,c(488807.028394241, 4650196.88770286)
"708",8512,"Legacy verification","Other","Other","Other",2018-09-11,"0",NA,"0","0 - No observation","No observation",0,NA,488793.47930733,4650141.31787817,15,c(488793.47930733, 4650141.31787817)
"709",8232,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"16",NA,"1","4 - seriously damaged","Agriculture",0,NA,480925.872846221,4665225.89941929,15,c(480925.872846221, 4665225.89941929)
"710",8513,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"30",25,"2.5","3 - damaged","Urban development",0,NA,488400.072680638,4651306.73616286,15,c(488400.072680638, 4651306.73616286)
"711",8233,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"17",15,"1.3","2 - minor damage","Agriculture",0,NA,481415.140213996,4665500.99142781,15,c(481415.140213996, 4665500.99142781)
"712",8514,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"25",20,"2","1 - pristine","No observation",0,NA,488483.274833799,4651402.31898082,15,c(488483.274833799, 4651402.31898082)
"713",8234,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-11,"20",NA,"1","3 - damaged","Construction",0,NA,481693.18572847,4665620.03196134,15,c(481693.18572847, 4665620.03196134)
"714",8515,"Legacy verification","Other","Scrub","Scrub",2018-09-11,"0",NA,"0","0 - No observation","Other",0,NA,489059.067565016,4652712.62576923,15,c(489059.067565016, 4652712.62576923)
"715",8235,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-11,"20",15,"1.2","3 - damaged","Agriculture",0,NA,481772.312063436,4665681.15255749,15,c(481772.312063436, 4665681.15255749)
"716",8516,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-11,"20?",15,"1.5","3 - damaged","Looting",0,NA,490346.235802293,4654011.12938171,15,c(490346.235802293, 4654011.12938171)
"717",8236,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-11,"8",NA,"0.4","4 - seriously damaged","Agriculture",0,NA,482322.065098175,4665858.24618737,15,c(482322.065098175, 4665858.24618737)
"718",8517,"Legacy verification","Other","Forest","Forest",2018-09-11,"0",NA,"0","0 - No observation","No observation",0,NA,489377.341212015,4654589.88643857,15,c(489377.341212015, 4654589.88643857)
"719",8518,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-11,"140",15,"0.8","4 - seriously damaged","Agriculture",0,NA,489101.336992725,4655491.01399121,15,c(489101.336992725, 4655491.01399121)
"720",8237,"Legacy verification","Other","Pasture","Other",2018-09-11,"0",NA,"0.5","5 - extinct or near extinct","Construction",0,NA,482346.936885423,4665778.00961782,15,c(482346.936885423, 4665778.00961782)
"721",8238,"Legacy verification","Burial Mound","Pasture","Annual agriculture",2018-09-11,"32",NA,"2","3 - damaged","Looting",0,NA,482198.588250714,4666315.15332718,15,c(482198.588250714, 4666315.15332718)
"722",8239,"Legacy verification","Other","Pasture","Pasture",2018-09-11,"9",NA,"0.2","5 - extinct or near extinct","Construction",0,NA,481604.678752178,4666844.37843856,15,c(481604.678752178, 4666844.37843856)
"723",8240,"Survey","Other","Annual agriculture","Pasture",2018-09-11,"8",NA,"0.4","4 - seriously damaged","Construction",0,NA,481451.071056266,4667100.98093203,15,c(481451.071056266, 4667100.98093203)
"724",9646,"Legacy verification","Surface Scatter","Pasture","Pasture",2018-09-11,"500",400,"0","1 - pristine","No observation",0,NA,490877.850668073,4654513.05787737,15,c(490877.850668073, 4654513.05787737)
"725",9647,"Legacy verification","Surface Scatter","Scrub","Scrub",2018-09-11,"300",200,"0","2 - minor damage","Looting",0,NA,490694.067898722,4654160.11102694,15,c(490694.067898722, 4654160.11102694)
"726",9648,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"40",35,"1.5","4 - seriously damaged","Urban development",0,NA,484278.241679518,4668304.45848188,15,c(484278.241679518, 4668304.45848188)
"727",9649,"Legacy verification","Other","Annual agriculture","Scrub",2018-09-12,"20",10,"1","0 - No observation","Agriculture",0,NA,483695.885468368,4667747.79966367,15,c(483695.885468368, 4667747.79966367)
"728",9650,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"25",20,"2","4 - seriously damaged","Agriculture",0,NA,484229.44761465,4668311.98888772,15,c(484229.44761465, 4668311.98888772)
"729",9651,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-12,"35",30,"1.5","4 - seriously damaged","Agriculture",0,NA,484173.645727526,4668295.22363682,15,c(484173.645727526, 4668295.22363682)
"730",9652,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"35",30,"6","4 - seriously damaged","Looting",0,NA,484011.257055806,4668571.12002823,15,c(484011.257055806, 4668571.12002823)
"731",8241,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"22",NA,"2.7","1 - pristine","Agriculture",0,NA,495976.435216222,4655259.10849933,15,c(495976.435216222, 4655259.10849933)
"732",9653,"Serendipity","Uncertain Feature","Forest","Forest",2018-09-12,"8",6,"1.3","0 - No observation","Other",0,NA,484038.405084229,4668599.7493758,15,c(484038.405084229, 4668599.7493758)
