TRAP,Area,Source,Type,TypeCertainty,LanduseAround,LanduseOnTop,Date,DiameterMax_m,HeightMax_m,Condition,PrincipalSourceOfImpact,TopoID,TopoNote,AllNotes,DistTown_m,DistTownBoundary_m,AsterElev_m,AsterSlope_degrees,AsterAspect,AsterTRI,AsterTPI,AsterRoughness,Prominence250m_percent,DistBG_m,AKB,AKBNotes,SpatialDuplicate,PairedID,Upto2010,Post2010,Easting,Northing
9375,Zhrebino,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2010-11-18,30,2,5,Looting,200687,NA,messed up,2372.3200843108025,2372.3200843108025,262.6962585449219,4.625472309865419,132.32207526485976,2.322986602783203,-1.7568092346191406,5.607421875,99.64,30596.85370461001,10001265,NA,Unique,NA,Yes,Yes,4678909.6895,477703.0388000002
9374,Zhrebino,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2010-11-18,35,3,3,Looting,200688,NA,NA,1660.225708569412,1660.225708569412,248.0296173095703,1.9216078668964307,198.3688886001438,1.182168960571289,-0.9375743865966797,2.807952880859375,43.21,30695.10300253699,10001264,NA,Unique,NA,Yes,Yes,4678835.113700001,476715.93200000003
8047,Borisovo,RS:SITE,Extinct Burial Mound,Certain,Annual agriculture,Pasture,2009-11-24,20,0.5,5,Military| Agriculture,200689,"Chervenite mogili, RS2009","tank emplacement inside, clearly visible in 2017/07/03; esged ploughed",293.2638736606428,293.2638736606428,255.93728637695313,3.044210267154961,95.86296984908313,1.3751258850097656,0.23404312133789063,5.7686767578125,56.79,33039.263345353065,2700149,Excavated by Neli Tancheva,Unique,NA,Yes,Yes,4681595.589299999,478066.13960000034
8044,Borisovo,RS:SITE,Burial Mound,Certain,Annual agriculture,Pasture,2009-11-24,30,1.5,3,Agriculture,200690,"Chervenite mogili, RS2009",tallest most visible in necropolis;,320.4968710494852,320.4968710494852,258.569091796875,4.01267218310305,114.09355323022028,1.9225902557373047,0.6875438690185547,5.942657470703125,51.25,33012.99707702209,NA,NA,Unique,NA,Yes,Yes,4681668.5087,478172.5599999996
8036,Borisovo,RS:SITE,Burial Mound,Certain,Annual agriculture,Annual agriculture,2009-11-24,30,0.7,4,Agriculture,200691,"One possible mnd, others potential undulations",edges indistinct due to plow damage,397.99837661838785,397.99837661838785,239.20896911621094,3.855880584217483,275.08328891450043,1.7116985321044922,1.1463756561279297,5.27398681640625,4.32,33252.02568945771,10010082,NA,Unique,NA,Yes,Yes,4681458.1743,476844.25820000004
8041,Borisovo,RS:SITE,Burial Mound,Certain,Pasture,Scrub,2009-11-24,50,4.5,2,Looting,200692,recorded in RS 2009,"small crater on top,",1273.9906617654963,1273.9906617654963,210.446533203125,7.0227954631280225,263.319746372861,2.2819671630859375,0.9618110656738281,7.791351318359375,63.8,33427.902373957695,10010083,NA,Unique,NA,Yes,Yes,4681468.5108,475945.1151999999
8039,Borisovo,RS:FNEG,Burial Mound,Certain,Scrub,Scrub,2009-11-24,40,2,2,Looting,200693,Med sized mound,"multiple fine pits on top, one side effectively disturbed",720.513002472231,720.513002472231,209.3988494873047,4.698832069042979,276.50049746928113,1.6193180084228516,-0.37824440002441406,5.8290252685546875,5.05,34007.127875030186,2700147,NA,Unique,NA,Yes,Yes,4682130.8083,476318.6462000003
8043,Borisovo,RS:SITE,Burial Mound,Certain,Scrub,Scrub,2009-11-24,50,8,2,Development,200695,Kirilovite mogili,"large, trenches small and old, in a disturbed area",103.99286935350703,103.99286935350703,258.9607849121094,4.713117392114161,84.75774951500838,1.5194625854492188,0.20302581787109375,4.030548095703125,81.43,33772.14182174131,2700151,Excavated by Daniela Agre,Unique,NA,Yes,Yes,4682041.2711,477177.5209999997
6017,Borisovo,survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2009-11-02,67,5,4,Agriculture,200696,recorded in 2009,road goes partially over the mound; see Overview_W,1565.5419279374491,1565.5419279374491,215.10983276367188,4.357054252694759,145.45217784885415,1.7503738403320313,0.6944580078125,5.473907470703125,37.82,35661.71271108267,2790002,NA,Unique,NA,Yes,Yes,4683745.672,475952.8624
8049,Borisovo,RS:FNEG,Burial Mound,Certain,Pasture,Pasture,2009-11-24,30,4,1,Development,200697,"recorded in RS2009, erroneously labeled 8021","geodetic marker on top, unaffected",43.452179676961485,43.452179676961485,242.3921356201172,2.6832006027934576,169.41220944206478,1.3218631744384766,0.31537437438964844,4.49176025390625,98.21,33722.641988153206,2700152,NA,Unique,NA,Yes,Yes,4682598.3336,478090.84889999963
6022,Robovo,survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2009-11-06,38,2,5,Agriculture,200698,recorded in 2009,"20200505> GPS position seems offset 50m to E with respect to visible feature in satellite image (GPS must have been off! or we are trying to attach the point to the TopoID, which has map error). The mound is likely between 7016 and 7018 on a diagonal, where RTs are visible in the ground",1583.6482027230566,1583.6482027230566,213.5107879638672,4.505188594513647,25.577637707417388,1.8451347351074219,-0.6734199523925781,5.435333251953125,70.86,36041.7383322397,2790007,NA,Unique,NA,Yes,Yes,4684663.2151,476883.0142000001
7016,Robovo,survey,Burial Mound,Certain,Annual agriculture,Scrub,2009-11-06,35,5,2,Looting,200699,recorded in 2009,NA,1469.882423097255,1469.882423097255,219.31625366210938,4.939887789607605,181.90963431493773,2.252532958984375,0.742401123046875,7.0606536865234375,27.9,36178.01601091091,2790027,NA,Unique,NA,Yes,Yes,4684774.8333,476802.40110000037
9316,Drazhevo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-07,30,2,2,Looting,200881,NA,NA,1712.183937483646,1712.183937483646,239.99392700195313,4.116663649206912,274.1909276129117,1.7674102783203125,0.8317985534667969,6.940582275390625,85.61,60995.79936049432,10001500,NA,Unique,NA,Yes,Yes,4706659.7009,453563.02049999963
9194,Dzhinot,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-05,40,2,1,Agriculture,200882,NA,NA,687.5155474685289,687.5155474685289,175.49644470214844,1.0537452953627373,223.22499780489218,1.498067855834961,1.498067855834961,2.724578857421875,40.58,57372.27776255595,10001211,NA,Unique,NA,Yes,Yes,4706891.6942,470686.81460000016
9202,Yambol,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-04,50,4.5,2,Looting,200888,Turnova mogila,Trenches are old,1659.5566105741186,1659.5566105741186,208.97389221191406,4.585539941278382,223.27564338129952,2.510854721069336,2.1116809844970703,8.006683349609375,72.1,56378.63514999354,10009128,NA,Unique,NA,Yes,Yes,4703815.467800001,464388.3613
9200,Yambol,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2010-11-04,40,4,2,Looting,200889,NA,Large biotorbation on top of mound. Trench is old.,1449.6776984683052,1449.6776984683052,163.6820526123047,2.6411071579610295,242.60969692764806,0.8657875061035156,-0.66761016845703125,3.4952545166015625,39.57,55763.031880123846,2700063,NA,Unique,NA,Yes,Yes,4703067.125700001,462986.70660000015
9348,Botevo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-12,30,1.7,1,None,200896,NA,NA,2750.672844112713,2750.672844112713,187.31253051757813,0.6017664685935835,138.5313118099608,0.74640655517578125,0.6806793212890625,2.379791259765625,80.29,44044.51060145278,10001398,NA,Unique,NA,Yes,Yes,4687511.6339,450207.4534999998
9161,Malomir,Legacy verification,Burial Mound,Certain,Perennial agriculture,Perennial agriculture,2010-11-01,15,1,5,Agriculture,200897,NA,NA,680.1749590830789,680.1749590830789,160.12789916992188,5.66512076339413,28.162765039018634,2.676441192626953,1.5162124633789063,8.7003173828125,76.62,32355.869262946337,10001379,NA,Unique,NA,Yes,Yes,4678849.151799999,460421.25769999996
9358,Boyanovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-17,35,2,4,Looting,200899,NA,dupliate with 8030,559.0328012655738,559.0328012655738,160.6678924560547,2.5279296369302657,298.7171183201365,0.9091281890869141,0.5731372833251953,3.328369140625,8.19,31080.33097043669,10001286,NA,Duplicate,8030,No,Yes,4678681.7852,467949.45359999966
9361,Boyanovo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-17,35,2,4,Looting,200902,NA,number was 9362 originally (duplicate) until field forms revealed that 9361 was correct here,1684.7367557281204,1684.7367557281204,191.43124389648438,1.56635473902536,126.45256622594728,0.9904766082763672,0.9727039337158203,2.8986968994140625,50.18,31502.080525644677,10001463,NA,Unique,NA,Yes,Yes,4678950.7853,472099.55960000027
9377,Zhrebino,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-18,40,0.5,2,Agriculture,200911,NA,0; Bara:geodetic point on top,1757.1353109442325,1757.1353109442325,187.34454345703125,4.820652666153892,12.862201332031923,2.048982620239258,-0.9407100677490234,6.028564453125,2.5,29804.849548064733,10001260,NA,Unique,NA,Yes,Yes,4677116.0503,473111.6235999996
9162,Dryanovo,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2010-11-01,35,2.5,5,Construction,200913,NA,W part of the mound destroyed by excavator,370.41764822052056,370.41764822052056,199.9625701904297,3.323309449870802,328.42973037831763,1.3439865112304688,0.3817405700683594,3.764251708984375,66.91,30305.24385161009,10001380,NA,Unique,NA,Yes,Yes,4676620.2302,460086.0563000003
9069,General Toshevo,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2010-10-26,30,2,4,Looting,200914,NA,"on the top of the hill; Bara:8 meters large RT, probably entirely robbed",424.55176596697254,424.55176596697254,281.1154479980469,1.211864572192482,204.89423134887505,2.0632896423339844,2.060405731201172,3.720703125,97.11,39268.949204064374,10001300,NA,Unique,NA,Yes,Yes,4675895.678200001,441622.6372999996
9079,Boyadzhik,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2010-10-26,30,3,4,Looting,200925,NA,"in the middle of the field, cowered by shrubs; Bara:plouughed around",2093.1270459900243,2093.1270459900243,186.23171997070313,1.138483399131194,348.3278627993426,0.6398658752441406,0.02750396728515625,3.032684326171875,54.61,54752.80084245358,10001267,NA,Unique,NA,Yes,Yes,4693918.336100001,439645.9104000004
9322,Hadzhidimitrovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-07,40,4,1,Looting,200929,Azmashka mogila,NA,821.5962665290915,821.5962665290915,166.52957153320313,1.51054078239799,73.51990031321886,3.2084312438964844,3.2084312438964844,4.8682098388671875,48.75,64349.15966346305,10001484,NA,Unique,NA,Yes,Yes,4709665.979499999,451823.1930999998
9321,Hadzhidimitrovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-07,40,4,3,Looting,200930,NA,most likely a burial chamber uncovered,779.9969950272563,779.9969950272563,146.7028045654297,3.1505059349638986,86.33268135211635,1.4031429290771484,-0.5712146759033203,3.6678466796875,87.81,63929.67552657841,10001483,NA,Unique,NA,Yes,Yes,4709358.9383000005,452293.2095999997
7013,Robovo,survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2009-11-02,40,1,5,Agriculture,200936,recorded in 2009,"unrobbed, vry bad plow damage",1196.3120288831753,1196.3120288831753,197.3258819580078,3.6360018369316713,100.62150657718752,2.0375900268554688,-1.2837257385253906,7.1580352783203125,43.37,36085.94814868683,2790025,NA,Unique,NA,Yes,Yes,4683901.2083,474608.8594000004
9286,Krumovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-08,40,7,2,Looting,200939,geodetic point on top,Geodetic point on top; Bara:geodetic point on top,1100.3461872119703,1100.3461872119703,161.43606567382813,3.093532382780813,196.90167790276396,3.1017799377441406,3.1015052795410156,6.94464111328125,26.26,38314.40341651578,10001325,NA,Unique,NA,Yes,Yes,4680656.9769,449470.54480000027
9088,Ovchi kladenets,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2010-10-27,38,4.5,1,Looting,201540,NA,0; Bara:overgrown,210.56116357310003,210.56116357310003,184.14938354492188,3.9149875021755207,209.58692347971862,1.683328628540039,0.8883686065673828,5.3390045166015625,0.36,44482.840586387014,10001221,NA,Unique,NA,Yes,Yes,4677544.695599999,435958.9696000004
8755,Golyam Dervent,Survey,Burial Mound,Uncertain,Forest,Scrub,2022-09-19,12,0.6,2,Post-depositional,1000021663565404400,"grassy clearing in the forest,oval or slightly irregular","grassy clearing in the forest,oval or slightly irregular",2805.223028789656,2805.223028789656,448.1394958496094,3.769153061094005,116.31593403198767,2.036712646484375,1.7619400024414063,5.82183837890625,64.64,3417.0429908373167,10009711,NA,Unique,NA,Yes,Yes,4651341.42234197,480275.04492142
8756,Iglika,Survey,Burial Mound,Uncertain,Forest,Forest,2022-09-19,10,0.5,3,Looting?,1000021663566846800,roundish.,roundish.,2818.8298999260905,2818.8298999260905,447.16632080078125,2.7118829757839378,113.9353360330569,2.2107887268066406,1.9674949645996094,4.722747802734375,75.09,3403.9315535683313,10009712,NA,Unique,NA,Yes,Yes,4651345.78790794,480302.243176963
8757,Golyam Dervent,Legacy verification,Extinct Burial Mound,Certain,Forest,Forest,2022-09-19,0,0,5,"Other (specify in Annotation) (Mound is not here, but we were unable to establish the reason why.)",1000021663570207900,none,none,2976.692177829474,2976.692177829474,485.1792907714844,3.0939521861328707,272.12259334359936,2.496204376220703,2.496204376220703,5.333953857421875,15.83,3012.6854319309696,10009713,NA,Unique,NA,Yes,Yes,4651269.76739954,480897.924409821
8758,Golyam Dervent,Survey,Burial Mound,Uncertain,Pasture,Pasture,2022-09-19,10,0.8,3,Looting,1000021663573344500,"grassland,grassland","grassland,grassland",2612.427048942782,2612.427048942782,476.3945617675781,2.2685365366720087,311.033998398028,1.0527839660644531,0.077663421630859375,4.793853759765625,96.42,2480.0205617881784,NA,NA,Unique,NA,Yes,Yes,4650703.63134614,480992.179754644
8759,Golyam Dervent,Legacy verification,Burial Mound,Certain,Pasture,Forest,2022-09-19,17,2.4,3,Looting,1000021663577909900,"grassland,scrub","grassland,scrub",2771.0569200175273,2771.0569200175273,498.9512023925781,1.5960721931005941,179.80578227509835,1.6965560913085938,1.6965560913085938,3.645172119140625,67.51,1422.3982315463081,10009714,NA,Unique,NA,Yes,Yes,4649938.76763003,481788.067555927
8760,Golyam Dervent,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2022-09-19,18,2.5,2,Erosion,1000021663580661900,"grassland,grassland (scrub and trees on periphery,oval","grassland,grassland (scrub and trees on periphery,oval",2169.802846247394,2169.802846247394,466.9464416503906,5.660443095602661,178.2079486471272,2.691387176513672,1.3368644714355469,9.395538330078125,57.76,1439.4802056527049,10009715,NA,Unique,NA,Yes,Yes,4649591.43871401,481287.076622436
8761,Lalkovo,Legacy verification,Burial Mound,Certain,Forest,Forest,2022-09-20,20,2.5,4,Looting,1000021663652531800,"uneven shape,longer in the back,hence the longer diameter","uneven shape,longer in the back,hence the longer diameter",1977.1399472587286,1977.1399472587286,235.45513916015625,4.354566507689288,93.98202657855452,1.5827674865722656,-0.5483818054199219,5.3715057373046875,41.43,11991.837268573308,10009762,NA,Unique,NA,Yes,Yes,4658507.14911151,473883.466921067
8762,Razdel,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2022-09-20,40,2.4,3,Agriculture,1000021663656606500,"fallow field,fallow field","fallow field,fallow field",583.2055578160741,583.2055578160741,226.78636169433594,2.549630805606288,15.055553086828917,2.362079620361328,2.3250198364257813,5.2370147705078125,40.79,11979.107973093474,10009720,NA,Unique,NA,Yes,Yes,4659457.79085683,470669.005220224
8766,Malomirovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2022-09-20,40,2.7,3,Agriculture,1000021663664201100,grassland,grassland,1635.0304202066136,1635.0304202066136,159.54759216308594,3.066838412707553,160.94394085959402,1.9679737091064453,1.9679737091064453,4.3143463134765625,53.45,15842.407774701662,NA,NA,Unique,NA,Yes,Yes,4663381.64920091,470414.437748765
8767,Chernozem,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2022-09-20,25,1.7,3,Agriculture,1000021663669080800,"sprawling, plowed up.","sprawling, plowed up.",1455.247911965064,1455.247911965064,147.7574462890625,4.138161757784519,359.71696730077815,1.633615493774414,-0.7566165924072266,5.5464324951171875,13.21,15030.62692883872,10009749,NA,Unique,NA,Yes,Yes,4662641.09491677,469236.048280067
8635,Kamenets,Legacy verification,Burial Mound,Certain,Annual agriculture,Forest,2022-09-21,46,3.5,2,Agriculture,1000021663739054800,round burial mound,round burial mound,842.9127412093134,842.9127412093134,228.24180603027344,6.754735729384709,134.9226968446284,2.373208999633789,-0.1655139923095703,8.8545379638671875,83.81,35908.88215694503,10009849,NA,Unique,NA,Yes,Yes,4685961.57989914,478501.728455113
8768,Polyana,Legacy verification,Extinct Burial Mound,Certain,Scrub,Scrub,2022-09-21,20,1.7,5,Looting (maybe excavated )??,1000021663739157900,,NA,585.3783943274719,585.3783943274719,226.51686096191406,1.482697560030137,125.38545416807328,0.8542022705078125,0.23606491088867188,2.552276611328125,23.57,28618.839941850074,10009670,NA,Unique,NA,Yes,Yes,4682961.72878976,486632.472443537
8637,Robovo,Survey,Burial Mound,Certain,Forest,Pasture,2022-09-21,35,3.5,4,Looting,1000021663741703200,"grassland,round","grassland,round",1889.4705394591888,1889.4705394591888,231.22113037109375,1.7002681715823125,230.17364934780656,0.99173736572265625,-0.980560302734375,2.486480712890625,67.63,35518.66932097763,10009664,NA,Unique,NA,Yes,Yes,4684964.83893893,477966.874542656
8638,Leyarovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2022-09-21,48,6,3,Looting,1000021663743633300,grassland,grassland,1862.5538948204676,1862.5538948204676,234.1215057373047,2.133984499950344,159.5926989187921,1.1560554504394531,1.1304435729980469,2.544189453125,68.23,34887.342044357756,10009666,NA,Unique,NA,Yes,Yes,4684918.04758557,478859.3350036
8770,Aleksandrovo,Legacy verification,Extinct Burial Mound,Uncertain,Annual agriculture,Forest,2022-09-21,8,0.8,5,Post-depositional,1000021663744743200,"sparse forest,from the bottom of the trench to the bottom of the trench/internal, a bump with a trench around donut-like, two concentric circles","sparse forest,from the bottom of the trench to the bottom of the trench/internal, a bump with a trench around donut-like, two concentric circles",1862.9934750985137,1862.9934750985137,243.7560577392578,7.39871912498005,269.1549465364757,2.498781204223633,-1.2944583892822266,7.2063446044921875,9.29,28148.28720928958,10009671,NA,Unique,NA,Yes,Yes,4683180.21450599,487893.606732332
8771,Polyana,Legacy verification,Extinct Burial Mound,Certain,Forest,Scrub,2022-09-21,0,0,NA,No observation,1000021663747791200,none,none,1325.0814932813291,1325.0814932813291,213.32870483398438,8.76730220459945,24.33235206342399,3.5997276306152344,0.4828071594238281,11.683578491210938,41.07,28556.357665775373,10009672,NA,Unique,NA,Yes,Yes,4683323.32713797,487334.049787672
8796,Izgrev,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2022-09-26,15,3.5,3,Other (military trenches),1000021664171742200,"grassland (scrub with military construction,grassland (scrub,overall area height is around 5 m,diameter of the spur is ca 50 m WE and 60 SN direction","grassland (scrub with military construction,grassland (scrub,overall area height is around 5 m,diameter of the spur is ca 50 m WE and 60 SN direction",39.14642751782612,39.14642751782612,155.3103790283203,1.7514523315355894,118.64343079481593,1.0808296203613281,1.0808296203613281,2.8528289794921875,4.3,22285.300161780473,10009706,NA,Unique,NA,Yes,Yes,4668214.32440955,460363.884970911
8797,Izgrev,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2022-09-26,18,1.7,1,Agriculture (ploughing on the east side),1000021664178379300,"pottery scatter),grassland","pottery scatter),grassland",750.5461913153623,750.5461913153623,108.14962005615234,4.797655170260124,326.28408537754774,1.9168243408203125,0.6863079071044922,7.576202392578125,63.8,23269.13650323705,10009707,NA,Unique,NA,Yes,Yes,4669720.16410626,461599.614959097
8798,Elhovo,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Scrub,2022-09-26,40,1.5,5,Other (bunker and trenches),1000021664181631700,"bunker with trenches),actual bunker 6x5x1.5,diameter stands for the Scrubby patch","bunker with trenches),actual bunker 6x5x1.5,diameter stands for the Scrubby patch",716.4485577724763,716.4485577724763,128.39736938476563,5.70825022681923,125.29649126617247,2.224696159362793,-0.7188997268676758,8.162590026855469,13.41,20363.906042532006,10002197,NA,Unique,NA,Yes,Yes,4667564.09930692,464777.701596932
8799,Elhovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2022-09-26,45,1.5,NA,Post-depositional (vegetation ),1000021664185922600,with tall trees,with tall trees,2675.708663547784,2675.708663547784,98.43504333496094,3.2429810866539666,154.21056743981464,1.3860197067260742,0.40729618072509766,4.9446258544921875,57.5,19181.71134496931,10001646,NA,Unique,NA,Yes,Yes,4665654.45543691,462346.53200535
8570,Slaveykovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2022-09-12,42,0.5,4,Anthropogenic,1000031662963912200,,NA,258.3360918060207,258.3360918060207,232.29019165039063,0.9657427225687647,282.0483817027648,1.0854320526123047,-1.0854320526123047,1.61859130859375,41.3,15844.672305731769,10008606,NA,Unique,NA,Yes,Yes,4662936.4198325,475536.744317949
8571,Slaveykovo,Survey,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2022-09-12,32,0.2,5,Agriculture,1000031662966625300,"very destroyed, very hard to find the exact border","very destroyed, very hard to find the exact border",320.42782378206914,320.42782378206914,235.7833709716797,3.338782964605364,262.4097767426971,1.0578117370605469,0.3862571716308594,3.8577880859375,33.09,15795.760854048685,10008607,NA,Unique,NA,Yes,Yes,4662908.83856971,475592.585881479
8572,Slaveykovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2022-09-12,41,2.2,2,Post-depositional,1000031662970046500,"grassland,grassland,round","grassland,grassland,round",512.744860049586,512.744860049586,241.11349487304688,1.7701925287212676,130.8398898555275,0.7557201385498047,0.35094261169433594,2.580657958984375,68.59,16512.815357959335,10008610,NA,Unique,NA,Yes,Yes,4663759.80064934,475729.980369308
8573,Slaveykovo,Survey,Burial Mound,Certain,Scrub,Pasture,2022-09-12,33,4,4,Looting,1000031662971036e3,"grassland,round","grassland,round",512.9755775457585,512.9755775457585,242.20872497558594,0.9336835317605297,211.8066673583029,1.0048637390136719,0.7690315246582031,3.3490142822265625,94.22,16553.641620923852,10008611,NA,Unique,NA,Yes,Yes,4663791.91279829,475701.574672774
8574,Slaveykovo,Survey,Burial Mound,Certain,Scrub,Pasture,2022-09-12,36,4.5,4,Looting,1000031662972805400,"grassland,round","grassland,round",545.873005516751,545.873005516751,241.0706024169922,1.951971860065795,150.45373758325965,1.0097541809082031,-0.6806144714355469,3.0962371826171875,0.36,16555.193718421633,10008612,NA,Unique,NA,Yes,Yes,4663807.16601604,475732.48508657
8576,Slaveykovo,Survey,Extinct Burial Mound,Certain,Pasture,Pasture,2022-09-12,15,0.3,5,Erosion,1000031662976074400,"grassland,grassland,round and very flat","grassland,grassland,round and very flat",480.9159730953002,480.9159730953002,239.80303955078125,4.395129354167184,251.6424361820215,1.4008350372314453,-0.35825157165527344,5.0466766357421875,81.59,16530.948155439648,10008613,NA,Unique,NA,Yes,Yes,4663760.68873747,475687.002467092
8577,Slaveykovo,Legacy verification,Burial Mound,Certain,Scrub,Scrub,2022-09-12,35,3,3,Looting,1000031662978119e3,round,round,623.5697486148073,623.5697486148073,201.64398193359375,5.466486315626912,21.79525475828634,2.2791919708251953,0.9986286163330078,7.746368408203125,46.95,17196.5491260597,10008614,NA,Unique,NA,Yes,Yes,4664216.00288914,475080.401313023
8578,Slaveykovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2022-09-12,26,1,4,Looting,1.0000316629809999e+18,"grassland,grassland","grassland,grassland",997.3393309646026,997.3393309646026,226.5772247314453,4.221537322138904,64.50573690295269,1.5610771179199219,-0.9827995300292969,4.949462890625,43.84,16434.78502258896,10008615,NA,Unique,NA,Yes,Yes,4663883.21521001,476224.401302315
8579,Slaveykovo,Legacy verification,Burial Mound,Certain,Annual agriculture,Scrub,2022-09-12,36,1.2,3,Agriculture,1000031662982706400,,NA,1341.10183784383,1341.10183784383,222.29893493652344,0.4588036966982628,154.79922278938866,0.2910327911376953,-0.04423332214355469,0.7977447509765625,85.61,15992.957365653163,10008616,NA,Unique,NA,Yes,Yes,4663583.78736229,476671.121945077
8580,Lalkovo,Survey,Burial Mound,Certain,Pasture,Scrub,2022-09-12,17,0.5,3,Animal activity,1000031662986063200,grassland,grassland,1822.0840518438754,1822.0840518438754,257.99542236328125,3.302249496167165,306.2709919327465,1.193197250366211,0.3693370819091797,4.3080902099609375,67.27,15102.452412166538,10009752,NA,Unique,NA,Yes,Yes,4662808.17566701,477138.932856751
8581,Melnitsa,Legacy verification,Burial Mound,Certain,Forest,Scrub,2022-09-13,25,1.7,3,Looting,1000031663050126800,,NA,2432.5042181180556,2432.5042181180556,198.61520385742188,2.2836219852966866,322.16278486945464,2.7349891662597656,2.7349891662597656,4.6866455078125,65.94,12684.905459482441,10009692,NA,Unique,NA,Yes,Yes,4659910.1800027,465746.812568691
8582,Chernozem,Legacy verification,Burial Mound,Certain,Annual agriculture,Pasture,2022-09-13,30,1.7,3,Looting,1000031663053125100,grassland,grassland,1791.181252136061,1791.181252136061,230.57461547851563,5.911552959364582,298.7806693428955,2.244050979614258,1.150339126586914,7.4881134033203125,91.34,13343.565038472143,10009739,NA,Unique,NA,Yes,Yes,4660619.24030136,465876.908267679
8583,Chernozem,Legacy verification,Burial Mound,Certain,Pasture,Annual agriculture,2022-09-13,40,5,3,Looting,1000031663056301300,grassland,grassland,1182.621959940358,1182.621959940358,176.05755615234375,7.05157411921584,312.40764179910144,2.5707836151123047,-0.49303627014160156,7.8917388916015625,51.8,14434.098186613921,10009740,NA,Unique,NA,Yes,Yes,4661729.90110043,465848.234399169
8584,Chernozem,Legacy verification,Burial Mound,Certain,Forest,Scrub,2022-09-13,30,4,4,Looting,1000031663057529600,,NA,1175.1255232683318,1175.1255232683318,175.4177703857422,5.621828604119759,220.8697154416045,2.1427955627441406,0.4677467346191406,5.94927978515625,43.17,14482.95180219859,10009741,NA,Unique,NA,Yes,Yes,4661777.875551,465838.958062048
8585,Chernozem,Legacy verification,Burial Mound,Certain,Forest,Forest,2022-09-13,18,1.5,3,Looting,1000031663058775200,,NA,1150.6541186784636,1150.6541186784636,177.11468505859375,4.422187826146894,216.95633208569282,1.6825141906738281,0.9913787841796875,5.6024322509765625,56.47,14496.140844624628,10009742,NA,Unique,NA,Yes,Yes,4661795.54595946,465858.611159865
8586,Chernozem,Legacy verification,Burial Mound,Certain,Forest,Forest,2022-09-13,36,4,3,Looting,1000031663060641300,,NA,1130.181472105854,1130.181472105854,177.9193572998047,1.4112577961361468,242.27557145352878,1.3894462585449219,1.0885505676269531,5.38037109375,16,14498.360492093136,10009743,NA,Unique,NA,Yes,Yes,4661801.92891199,465878.071841259
8587,Chernozem,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2022-09-13,0,0,NA,Agriculture,1000031663062553600,,NA,1090.693184828838,1090.693184828838,173.2723388671875,4.318302244503535,70.99727069028296,1.616455078125,0.006160736083984375,5.9600830078125,79.15,14577.843564494278,10009744,NA,Unique,NA,Yes,Yes,4661885.88133522,465891.154801874
8588,Chernozem,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2022-09-13,25,0.5,4,Agriculture,1000031663062901800,,NA,1134.7601325446592,1134.7601325446592,176.36236572265625,2.113532563662438,350.3761331929143,1.0116462707519531,-0.14198684692382813,3.136993408203125,38.35,14542.228756536746,10009745,NA,Unique,NA,Yes,Yes,4661842.73357143,465858.977003719
