TRAP,Area,Source,Type,TypeCertainty,LanduseAround,LanduseOnTop,Date,DiameterMax_m,HeightMax_m,Condition,PrincipalSourceOfImpact,TopoID,TopoNote,AllNotes,DistTown_m,DistTownBoundary_m,AsterElev_m,AsterSlope_degrees,AsterAspect,AsterTRI,AsterTPI,AsterRoughness,Prominence250m_percent,DistBG_m,AKB,AKBNotes,SpatialDuplicate,PairedID,Upto2010,Post2010,Easting,Northing
9187,Chargan,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-05,25,1,5,Agriculture,NA,NA,NA,1267.2823415637092,1267.2823415637092,214.50137329101563,0.036478217318343845,232.74282042946265,0.62644195556640625,0.6260719299316406,1.6035614013671875,97.16,56504.77041191081,10001423,NA,Unique,NA,Yes,Yes,4704961.122199999,469390.7253999999
9205,Chargan,Survey,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-04,35,1.7,5,Agriculture,NA,NA,"overplowed, pottery scatter",635.4064515470188,635.4064515470188,191.09483337402344,3.1918330672352107,296.95000695884437,1.290029525756836,-1.0848636627197266,4.3760528564453125,73.38,56434.60468728882,10001427,NA,Unique,NA,Yes,Yes,4704043.977700001,468070.0440999996
9209,Chargan,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-04,30,1.5,5,Agriculture,NA,NA,ploughed over; Bara:ploughed over,598.6052499145014,598.6052499145014,204.80929565429688,5.472912818909271,320.2702186143896,2.0107860565185547,-1.1227359771728516,7.3394775390625,31.18,55747.72925251804,10001432,NA,Unique,NA,Yes,Yes,4703353.9014,467874.90309999976
9211,Chargan,Survey,Burial Mound,Certain,Annual agriculture,Scrub,2010-11-04,30,2.5,1,Agriculture,NA,NA,NA,278.31007711633765,278.31007711633765,212.15342712402344,2.039918170140821,138.07378697998433,2.5907669067382813,2.5907669067382813,4.33837890625,45.82,55710.02561438292,10001434,NA,Unique,NA,Yes,Yes,4703320.955800001,468193.5822999999
9212,Chargan,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-04,40,2,3,Construction,NA,NA,Trench is old.,291.8794336307845,291.8794336307845,205.85333251953125,3.9383965544057937,274.6433734665525,1.3279476165771484,-0.40706825256347656,4.0603790283203125,51.08,55782.134222936016,10001435,NA,Unique,NA,Yes,Yes,4703393.0143,468189.0114000002
9217,Mogila,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-04,25,1.8,5,Agriculture,NA,NA,overplowed.,977.6969233008182,977.6969233008182,172.07850646972656,3.3846624885739196,257.63093251207766,1.2035179138183594,-0.3795318603515625,4.5759735107421875,77.62,59152.511080197444,2700229,NA,Unique,NA,Yes,Yes,4706819.0999,467436.9486999996
9219,Mogila,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-04,25,3,3,Looting,NA,NA,Large single dich visible to the north of the mound. Traces of stone extraction. Disrupted terrain.,946.0259125512446,946.0259125512446,186.65968322753906,3.2372213669542647,359.4924880127776,2.2622528076171875,2.2622528076171875,4.904266357421875,82.8,58827.10455604907,10007349,second TRAP number 8359,Duplicate,8359,No,Yes,4706349.893100001,465574.46690000035
9223,Mogila,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-04,15,1.5,4,Looting,NA,NA,excavated 2018,2223.4807904272625,2223.4807904272625,169.7386932373047,1.1272854147489002,117.36826374639003,0.5122051239013672,-0.23715782165527344,1.3710784912109375,29.5,59484.45900473351,2700220,second TRAP number 8348,Unique,NA,Yes,Yes,4706928.035599999,464354.2450000001
9224,Mogila,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-04,20,1.5,3,None,NA,NA,NA,2235.479301857542,2235.479301857542,171.7799072265625,1.7575097006144287,296.83565667951183,0.8654937744140625,0.6175651550292969,2.807525634765625,79.93,59503.674498630586,10007351,Excavated by Petra - EBA,Unique,NA,Yes,Yes,4706951.1214000005,464404.68450000044
9227,Yambol,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-04,35,4,5,Looting,NA,NA,Whole southern part of mound destroyed by excavators. On top of the mound is a shaft 2x1x3 m. Visible stratigraphy.,1894.7781352465336,1894.7781352465336,160.06002807617188,2.142679498149861,282.31415707023774,2.35260009765625,2.35260009765625,4.6370086669921875,95.7,59406.810588829845,2700065,second TRAP number 8351,Duplicate,8351,No,Yes,4706758.6678,463281.65699999966
9237,Krumovo,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2010-11-05,15,1.5,4,Looting,NA,NA,RT:s on top,1553.1748374071788,1553.1748374071788,165.548095703125,3.270496486859513,55.458246243858405,1.3448123931884766,0.6501178741455078,3.4945526123046875,97.49,34873.93023722036,10001316,NA,Unique,NA,Yes,Yes,4677932.4658,451632.0544999996
9238,Krumovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-05,25,2,4,Looting,NA,NA,"Old RT on top, filled back",1510.1252531879352,1510.1252531879352,164.7320098876953,1.8641250138731162,38.598547923256106,0.7847900390625,-0.20243072509765625,2.987762451171875,39.64,34916.80870145283,10001317,NA,Unique,NA,Yes,Yes,4677973.0178,451616.62739999965
9241,Krumovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-05,15,0.5,4,Looting,NA,NA,NA,1616.419715938061,1616.419715938061,163.1233367919922,2.311315153933241,204.55280862854175,1.1083831787109375,-0.578643798828125,3.4713592529296875,67.15,34813.0929047087,10001509,NA,Unique,NA,Yes,Yes,4677851.222999999,451612.3389999997
9242,Krumovo,Survey,Burial Mound,Uncertain,Pasture,Scrub,2010-11-05,10,0.5,2,unspecified,NA,NA,NA,1624.2198411389368,1624.2198411389368,163.1233367919922,2.311315153933241,204.55280862854175,1.1083831787109375,-0.578643798828125,3.4713592529296875,67.63,34804.89847803143,10001510,NA,Unique,NA,Yes,Yes,4677848.174699999,451623.5323999999
9243,Krumovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-05,25,2,5,Looting,NA,NA,"NE 1/2 mound destroyed, an old RT",1627.3371246633747,1627.3371246633747,162.1553497314453,1.8329322703811026,158.57038566557975,1.8724231719970703,-1.8724231719970703,3.552947998046875,7.64,34803.64307488411,10001511,NA,Unique,NA,Yes,Yes,4677827.574899999,451589.9933000002
9244,Krumovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-05,20,0.5,5,Looting,NA,NA,Low mound destroyed by RT,1656.766160773928,1656.766160773928,163.14149475097656,0.8475102408067712,56.84423234245983,0.7091121673583984,0.08075523376464844,2.2153472900390625,52.9,34773.909706578685,10001512,NA,Unique,NA,Yes,Yes,4677804.566299999,451609.6551000001
9246,Krumovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-05,20,2,4,Looting,NA,NA,RT:s on top,1728.25095449866,1728.25095449866,159.55552673339844,9.895044501535327,130.8719155967885,3.5099868774414063,0.2648200988769531,10.49652099609375,58.57,34704.73296965981,10001513,NA,Unique,NA,Yes,Yes,4677720.062100001,451601.28839999996
9249,Dryanovo,Survey,Burial Mound,Certain,Annual agriculture,Pasture,2010-11-06,15,2,3,Looting,NA,NA,NA,943.1280686569163,943.1280686569163,171.04881286621094,1.8548655804935514,168.68444555841057,1.2248706817626953,-1.144491195678711,3.7441558837890625,80.07,31034.711689382708,10001386,NA,Unique,NA,Yes,Yes,4676658.868899999,457930.46999999974
9253,Drama,Survey,Burial Mound,Certain,Forest,Scrub,2010-11-06,25,3,5,Looting,NA,NA,some undatable pottery; Bara:kamenen kozhuch,563.5273752877462,563.5273752877462,200.69557189941406,3.7545350782021902,102.56704148110427,3.9366207122802734,3.667116165161133,8.72845458984375,84.53,31703.132189307573,10001516,NA,Unique,NA,Yes,Yes,4675595.843900001,453961.90390000027
9254,Drama,Survey,Burial Mound,Certain,Forest,Scrub,2010-11-06,20,0.5,5,Looting,NA,NA,NA,606.2178031166186,606.2178031166186,195.3881378173828,3.129608271863795,133.08565058796157,1.8635482788085938,0.5526695251464844,4.7583160400390625,36.2,31664.735400019348,10001517,NA,Unique,NA,Yes,Yes,4675579.862,454013.6205000002
9262,Vodenichane,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-07,30,1.5,5,Agriculture,NA,NA,"Over ploughed stratigraphy, lighter soil on surface; Bara:visible stratigraphy",855.829083909824,855.829083909824,136.17901611328125,7.345231771610788,310.36767487192265,4.794881820678711,-4.189126968383789,10.882537841796875,52.86,56954.531854973764,10001234,NA,Unique,NA,Yes,Yes,4708937.216600001,474936.10539999977
9263,Vodenichane,Survey,Burial Mound,Certain,Annual agriculture,Pasture,2010-11-07,30,3,2,Looting,NA,NA,Old RTs,885.4207672073014,885.4207672073014,143.41517639160156,4.323843428342847,337.8097789707389,2.2125205993652344,-1.4010848999023438,9.5906219482421875,92.14,56915.66328320076,10001235,NA,Unique,NA,Yes,Yes,4708928.8632,475002.37590000033
9266,Vodenichane,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-07,30,2,2,Looting,NA,NA,NA,939.0021145291482,939.0021145291482,149.2801971435547,4.3798891727525024,47.439450827296795,1.9033699035644531,0.6609649658203125,5.80718994140625,47.48,56858.11611892876,10001238,NA,Unique,NA,Yes,Yes,4708967.8498,475196.31960000005
9267,Vodenichane,Survey,Burial Mound,Uncertain,Pasture,Pasture,2010-11-07,20,1,5,Looting,NA,NA,"West side 1/3 of the mound removed, trace of digging",955.3803198198976,955.3803198198976,147.3006134033203,2.7309290668952246,47.0943351847324,1.247232437133789,-0.6332759857177734,4.4085540771484375,53.05,56843.260850178216,10001239,NA,Unique,NA,Yes,Yes,4708966.2841,475224.86259999964
9268,Vodenichane,Survey,Burial Mound,Uncertain,Annual agriculture,Pasture,2010-11-07,35,1,5,Agriculture,NA,NA,Ploughed over at some point. Mound barley vissible in the meadow.; Bara:ploughed over at some point,1003.369561779649,1003.369561779649,147.63560485839844,6.785420565575996,301.35263444722295,3.543987274169922,-3.197772979736328,9.17083740234375,73.19,56794.95298518167,10001240,NA,Unique,NA,Yes,Yes,4708922.063999999,475244.6151999999
9269,Vodenichane,Survey,Burial Mound,Uncertain,Annual agriculture,Pasture,2010-11-07,40,1,5,Agriculture,NA,NA,"Possible mound, low round earth work; Bara:ploughed over at some point",1006.4579121176906,1006.4579121176906,153.72840881347656,4.907802579925827,329.58427578519496,2.1642208099365234,1.028768539428711,6.9958953857421875,40.86,56794.520210110924,NA,NA,Unique,NA,Yes,Yes,4708941.226500001,475281.3596999999
9270,Vodenichane,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-07,20,1.5,2,Agriculture,NA,NA,ploughed over at some point,1052.339238680233,1052.339238680233,155.7931365966797,8.379451720323988,303.79129911437883,2.9019527435302734,1.681936264038086,10.451065063476563,79.57,56746.41585970649,10001241,NA,Unique,NA,Yes,Yes,4708883.201199999,475274.8624999998
9275,Straldzha,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-07,20,0.5,5,Agriculture,NA,NA,Over ploughed,1926.5400574043622,1926.5400574043622,144.1985626220703,2.9759489849896603,306.30942545988006,1.1658649444580078,0.9851284027099609,3.7166900634765625,35.71,60557.02191045075,10001254,NA,Unique,NA,Yes,Yes,4712075.976199999,473167.0137
9277,Straldzha,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-07,25,1.2,5,Agriculture,NA,NA,Over ploughed; Bara:ploughed over,1877.677433458756,1877.677433458756,140.39535522460938,11.568807831661724,100.48995406089891,3.940746307373047,-3.3776931762695313,11.943374633789063,66.91,60496.536494274864,10001256,NA,Unique,NA,Yes,Yes,4712004.767899999,473162.6316999998
9278,Straldzha,Survey,Burial Mound,Uncertain,Pasture,Pasture,2010-11-07,30,1,5,Agriculture,NA,NA,Over ploughed at some point; Bara:ploughed over at some point,1797.9389515930413,1797.9389515930413,136.99232482910156,1.5420118642854048,305.6263606406748,0.6981391906738281,-0.2799949645996094,2.3075408935546875,69.42,60449.89727536256,10001257,NA,Unique,NA,Yes,Yes,4712033.689200001,473313.89639999997
9284,Krumovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-08,30,1.5,5,Agriculture,NA,NA,Over ploughed; Bara:ploughed over,1377.9689918950032,1377.9689918950032,160.36038208007813,2.1662457572219194,24.792166897573626,1.1139812469482422,1.110006332397461,3.400482177734375,79.5,38288.74820006785,10001323,NA,Unique,NA,Yes,Yes,4680421.362,449124.35390000045
9285,Krumovo,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-08,30,2,5,Agriculture,NA,NA,Over ploughed; Bara:ploughed over,1226.2521534376738,1226.2521534376738,159.6400146484375,4.643783220967541,277.2379545729251,3.757732391357422,3.5220069885253906,8.8702392578125,82.08,38308.02418136863,10001324,NA,Unique,NA,Yes,Yes,4680550.894099999,449303.44180000015
9288,Krumovo,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-08,25,1,5,Agriculture,NA,NA,RT probably back filled; excavated (bright exposed soil circle visible in 2018),1820.4779751698582,1820.4779751698582,184.1807861328125,2.6614338286583004,143.6552424041239,1.3209400177001953,0.9608631134033203,4.10369873046875,83.99,37796.74627666097,10001327,NA,Unique,NA,Yes,Yes,4681823.558800001,452793.1227000002
9289,Miladinovtsi,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-08,20,0.5,5,Agriculture,NA,NA,Over ploughed,1857.4957058029124,1857.4957058029124,178.60470581054688,4.486972284602661,346.9391507232704,1.8470687866210938,0.5009651184082031,5.892608642578125,11.79,38630.921328049786,10001351,NA,Unique,NA,Yes,Yes,4680037.5896000005,447864.02240000013
9290,Miladinovtsi,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-08,20,0.8,5,Agriculture,NA,NA,Over ploughed,1886.0239459887196,1886.0239459887196,175.9512939453125,6.999141585659946,262.7530287852819,2.394571304321289,-1.1048870086669922,8.9445648193359375,25.9,38657.61118438908,10001352,NA,Unique,NA,Yes,Yes,4680076.229900001,447874.6024000002
9317,Drazhevo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-07,20,1.5,1,Construction,NA,NA,NA,1916.0024918170334,1916.0024918170334,233.79989624023438,2.2784541742565065,150.3467823876025,0.9144954681396484,-0.5135364532470703,2.7769622802734375,41.16,61302.025710807764,10001491,NA,Unique,NA,Yes,Yes,4707032.5298999995,453784.01499999966
9318,Hadzhidimitrovo,Survey,Burial Mound,Uncertain,Pasture,Pasture,2010-11-07,25,0.5,5,Construction (military activity),NA,NA,most probably it is a military trench and no mound,1414.1153381277954,1414.1153381277954,184.470458984375,7.645324044581805,29.391462748840784,3.075937271118164,0.28327369689941406,9.2501983642578125,29.5,62208.69202829747,10001482,NA,Unique,NA,Yes,Yes,4707832.510600001,453253.74430000037
9336,General Toshevo,Legacy verification,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-11,30,0.8,5,Agriculture,NA,NA,NA,2081.7774059409685,2081.7774059409685,234.75344848632813,3.185203813851205,32.11064556806198,1.2780838012695313,0.17470169067382813,5.1867218017578125,41.43,38879.99677893949,10001304,NA,Unique,NA,Yes,Yes,4677091.101600001,443513.20040000044
9343,Botevo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-12,30,1.5,4,Agriculture,NA,NA,0; Bara:ploughed over at some point,1877.095601818402,1877.095601818402,152.63743591308594,2.268256245505816,125.36027172047321,3.639432907104492,3.639432907104492,6.40216064453125,34.05,45493.4411499322,10001406,NA,Unique,NA,Yes,Yes,4689135.884500001,450274.7840999998
9345,Botevo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-12,10,1.5,4,Looting,NA,NA,0; Bara:on the top of the hill,2401.473939328349,2401.473939328349,157.65162658691406,17.863217476783074,54.59745499939586,6.8599395751953125,3.9570236206054688,22.776504516601563,94.96,44707.24910681106,10001408,NA,Unique,NA,Yes,Yes,4688352.686899999,450450.1562999999
9347,Botevo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-12,40,2.5,1,None,NA,NA,"white surface, looks like mortar; Bara:road leading SE of the mound",2699.0282063275017,2699.0282063275017,185.9113006591797,0.8453757768172684,102.82599904783306,0.5717639923095703,0.40693092346191406,2.0119781494140625,46.76,43946.9213080197,10001397,NA,Unique,NA,Yes,Yes,4687437.344900001,450278.9960000003
9350,General Inzovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-12,35,4.5,4,Looting,NA,NA,"pedoturbation from all sides, partially taken",2228.7617066079106,2228.7617066079106,180.5384979248047,2.6704231133308736,238.52176439896584,0.8578891754150391,0.31088829040527344,3.4960784912109375,31.77,42994.07568118586,10001400,NA,Unique,NA,Yes,Yes,4686654.5671,450855.7851
9352,General Inzovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-12,30,1.5,5,Agriculture,NA,NA,"soil marks on the surface, lighter spot; Bara:soil mark on the top",1114.0205304716596,1114.0205304716596,186.0985565185547,3.6474291090688595,11.13192230668459,1.7318592071533203,1.1164531707763672,5.694427490234375,97.49,42058.4572584341,10001298,NA,Unique,NA,Yes,Yes,4686129.208000001,451968.1639999999
9353,General Inzovo,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-12,15,0,5,Agriculture,NA,NA,"whitegray spot on the surface, small stones in; Bara:soil mark on the top",1145.502319728301,1145.502319728301,183.14923095703125,2.8066478923261045,31.13603041254509,1.5199699401855469,-1.0686988830566406,4.16485595703125,36.56,42086.05411074508,NA,NA,Unique,NA,Yes,Yes,4686147.9802,451942.27139999997
9354,General Inzovo,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-12,20,0,5,Agriculture,NA,NA,"whitegray spot on the surface, small stones in; Bara:soil mark on the top",1119.0923938876206,1119.0923938876206,187.52310180664063,1.093314315908214,206.86943450115612,1.777618408203125,1.777618408203125,2.860321044921875,92.45,42038.244407243394,NA,NA,Unique,NA,Yes,Yes,4686098.4604,451948.42090000026
9363,Stroyno,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-17,25,1.5,1,None,NA,NA,NA,111.13836775172601,111.13836775172601,189.7066192626953,3.312058569719194,319.71100623894733,1.4045772552490234,-0.40062904357910156,4.3140869140625,35,32922.32275175494,10001465,NA,Unique,NA,Yes,Yes,4680260.323799999,473128.67929999996
9364,Stroyno,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-17,35,2,1,None,NA,NA,NA,226.16358623376877,226.16358623376877,191.54542541503906,3.9333425588197937,25.039309282012734,1.6035022735595703,-0.5337162017822266,5.8967742919921875,28.32,32810.540793065156,10001466,NA,Unique,NA,Yes,Yes,4680153.6194,473082.3978000004
9366,Zhrebino,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-18,25,1,1,None,NA,NA,NA,2980.4471966403576,2980.4471966403576,196.5426483154297,5.5675597567945445,131.26406562923097,1.937063217163086,-0.8077831268310547,6.739349365234375,30.11,25698.048236071114,10001277,NA,Unique,NA,Yes,Yes,4673150.5996,474637.8491000002
9373,Zhrebino,Legacy verification,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-18,30,1,4,Agriculture,NA,NA,NA,964.1941627803211,964.1941627803211,239.49594116210938,1.5356358226682898,60.270949767073944,0.9980278015136719,0.24561309814453125,3.48980712890625,60.71,29049.309403349867,10001258,NA,Unique,NA,Yes,Yes,4677266.005100001,477276.11569999997
9376,Zhrebino,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-18,20,0.5,5,Agriculture,NA,NA,NA,2415.4455304633343,2415.4455304633343,266.0096435546875,4.989306192284427,215.37663915931464,1.8940086364746094,-0.2727165222167969,6.992462158203125,97.85,30621.72359186978,10001259,NA,Unique,NA,Yes,Yes,4678939.8091,477733.9835000001
9379,Kirilovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-18,35,1.5,1,Agriculture,NA,NA,NA,2677.6263106322635,2677.6263106322635,165.23097229003906,3.737912398965689,162.22281876557673,1.4553375244140625,-0.1591644287109375,6.1799774169921875,57.35,28443.900905114733,10001523,NA,Unique,NA,Yes,Yes,4675879.6635,472055.11899999995
9380,Kirilovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-18,30,4,1,Looting,NA,NA,NA,1550.8107332039608,1550.8107332039608,183.11444091796875,5.321337270196199,185.83644512284306,2.398815155029297,1.12957763671875,8.7163238525390625,64.75,27981.904731200077,10001524,Excavated by Daniela Agre,Unique,NA,Yes,Yes,4675563.0052000005,470243.9227999998
9381,Kirilovo,Legacy verification,Burial Mound,Certain,Pasture,Pasture,2010-11-18,45,5,1,Bioturbation,NA,NA,pedoturbation on the top,1554.8654508829047,1554.8654508829047,183.9488067626953,4.105427394704474,299.15342750705554,2.7174339294433594,2.6148910522460938,6.4971923828125,41.07,28018.671937757514,10001525,Excavated by Daniela Agre,Unique,NA,Yes,Yes,4675600.8199000005,470223.38549999986
9383,Kirilovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-18,30,1.5,2,Agriculture,NA,NA,NA,1233.9392562464996,1233.9392562464996,178.05300903320313,6.651447647982711,132.3967965572989,2.4616050720214844,0.27446746826171875,7.2811126708984375,73.82,27831.414553062034,10001527,NA,Unique,NA,Yes,Yes,4675425.1533,469954.63320000004
9386,Kirilovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-18,20,1,2,Agriculture,NA,NA,NA,667.8011880306395,667.8011880306395,186.7410430908203,2.2242520093671554,202.90604477035205,2.0378284454345703,1.9730892181396484,5.41668701171875,52.52,27711.237559053505,10001530,NA,Unique,NA,Yes,Yes,4675323.294600001,469270.82689999975
9389,Kirilovo,Survey,Burial Mound,Certain,Annual agriculture,Scrub,2010-11-18,15,1.5,5,NA,NA,NA,NA,374.81990451549615,374.81990451549615,167.8985595703125,2.795905820931861,301.5472524848193,0.9896202087402344,-0.11556243896484375,3.3468017578125,68.57,28003.16075211521,10001533,NA,Unique,NA,Yes,Yes,4675589.520400001,467600.78419999965
9390,Kirilovo,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-18,35,1,5,Agriculture,NA,NA,NA,425.6434698055148,425.6434698055148,166.21534729003906,3.3028244270962115,338.4878666045497,1.3574867248535156,-0.19251251220703125,4.1179962158203125,70.55,28056.465395141695,10001534,NA,Unique,NA,Yes,Yes,4675643.799799999,467621.3223000001
9391,Kirilovo,Survey,Burial Mound,Uncertain,Annual agriculture,Annual agriculture,2010-11-18,20,0.5,5,Agriculture,NA,NA,NA,527.4399912690178,527.4399912690178,168.26097106933594,1.6589875261919609,33.03211519116489,2.95648193359375,2.95648193359375,6.0979461669921875,65.69,28150.603366311756,10001535,NA,Unique,NA,Yes,Yes,4675734.7544,467549.43879999965
9392,Kirilovo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-18,15,1,1,Agriculture,NA,NA,NA,566.5064584665953,566.5064584665953,162.05242919921875,2.976456809715742,351.4408963057715,1.2744331359863281,0.7543144226074219,4.418304443359375,49.28,28200.245296697027,10001536,NA,Unique,NA,Yes,Yes,4675790.5008000005,467685.8707999997
9403,Galabintsi,Survey,Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-06,20,1.7,5,Agriculture,NA,NA,ploughed over,2251.612189021513,2251.612189021513,153.08963012695313,1.8307391271442826,0.5603392632376619,0.9610271453857422,0.7333469390869141,2.655731201171875,12.19,56631.1614245868,10001219,NA,Unique,NA,Yes,Yes,4697359.0459,441800.04559999984
9405,Boyadzhik,Survey,Extinct Burial Mound,Certain,Annual agriculture,Annual agriculture,2010-11-06,25,1,5,Agriculture,NA,NA,"destroyed by agriculture, soil marks; Bara:soil mark on the top",1799.2314158988238,1799.2314158988238,143.43896484375,5.086520848157291,252.96422472590766,1.97894287109375,-0.8758811950683594,5.81146240234375,79.64,54877.289749457304,10001271,NA,Unique,NA,Yes,Yes,4696190.382999999,443333.67509999964
9410,Drazhevo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-07,10,3.5,5,Looting,NA,NA,old cut from both sides (W and E),1918.0872341828426,1918.0872341828426,241.03562927246094,2.683875110097761,78.05909106332271,0.9336433410644531,-0.4962806701660156,2.6631011962890625,64.39,61102.47604749599,10001402,NA,Unique,NA,Yes,Yes,4706834.5833,453815.2735000001
9412,Drazhevo,Survey,Burial Mound,Certain,Scrub,Pasture,2010-11-07,25,3.5,2,Nodata,NA,NA,big modern structure on the top,1788.2896700234182,1788.2896700234182,251.3302459716797,0.5068748073822659,43.46202053578199,2.5015735626220703,2.5015735626220703,4.343048095703125,95.27,61031.21740696173,10001490,NA,Unique,NA,Yes,Yes,4706725.391799999,453675.8174999999
9414,Drazhevo,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-07,15,1,1,None,NA,NA,NA,1810.7324476553435,1810.7324476553435,233.42730712890625,4.191515626122019,112.67826789855134,1.6123847961425781,-0.032337188720703125,5.563201904296875,65.83,61380.452991338745,10001373,NA,Unique,NA,Yes,Yes,4707128.183,453842.28720000014
9421,Kabile,Survey,Burial Mound,Certain,Pasture,Pasture,2010-11-07,15,1,1,None,NA,NA,NA,480.7745520390143,480.7745520390143,196.56103515625,5.772158325015242,2.891909259137985,2.4181575775146484,1.875284194946289,6.8618927001953125,49.82,61962.614283743176,10010074,NA,Unique,NA,Yes,Yes,4708263.764900001,456174.7315999996
9422,Kabile,Survey,Burial Mound,Uncertain,Pasture,Pasture,2010-11-07,15,1,1,Looting,NA,NA,NA,500.4915035990987,500.4915035990987,195.98817443847656,5.109231354556965,0.26452325246210595,2.2621212005615234,1.0496234893798828,6.7750091552734375,20.07,61990.73975024196,10001450,NA,Unique,NA,Yes,Yes,4708284.68,456137.40699999966
9443,Izgrev,Legacy verification,Burial Mound,Certain,Forest,Scrub,2010-11-17,25,2,3,Looting,NA,NA,Road taken part of the western side,1787.4323566521493,1787.4323566521493,187.9855499267578,2.641204015630428,333.18872454014115,1.2735538482666016,0.5659122467041016,3.8762969970703125,23.3,24909.187777056384,10001394,NA,Unique,NA,Yes,Yes,4671012.191299999,460320.6787999999
9444,Izgrev,Legacy verification,Burial Mound,Certain,Pasture,Scrub,2010-11-17,40,2,2,Looting,NA,NA,Mounde in line with nr 9442 & 9444,1834.085601156131,1834.085601156131,187.90599060058594,2.227459828866704,261.7812731080623,1.361288070678711,1.3514156341552734,3.2431640625,58.12,24953.709376498628,10001395,NA,Unique,NA,Yes,Yes,4671060.113700001,460322.13100000005
9447,Izgrev,Survey,Burial Mound,Certain,Annual agriculture,Scrub,2010-11-17,25,0.5,5,Agriculture,NA,NA,"Over plouhed, RT, animal holes",2995.2514076547213,2995.2514076547213,179.4756622314453,8.366435475781168,37.06777790654043,3.222627639770508,1.717031478881836,10.800811767578125,39.13,26624.450469656153,10001481,NA,Unique,NA,Yes,Yes,4672780.8638,460175.5558000002
9449,Dryanovo,Survey,Burial Mound,Uncertain,Pasture,Scrub,2010-11-17,20,2,1,Construction (military activity),NA,NA,In between nr 9448 and 9450. 80% of the mound destroyed by RT. Several other ditches in the scrub -possible mounds??; Bara:military embankment,1680.6643659197941,1680.6643659197941,179.39239501953125,4.737609414955885,162.5557411970374,2.0011672973632813,-0.012844085693359375,7.823699951171875,79.21,29070.60739974288,10001390,NA,Unique,NA,Yes,Yes,4675285.998400001,459955.3998999996
9451,Dryanovo,Survey,Burial Mound,Certain,Pasture,Scrub,2010-11-17,20,1,5,Looting,NA,NA,Between two dirtroads,567.9044447683415,567.9044447683415,192.6411895751953,7.698410707281756,222.5635569288402,2.9653053283691406,-0.431854248046875,8.83251953125,91.73,30205.16967633894,10001392,NA,Unique,NA,Yes,Yes,4676409.9682,459745.45139999967
