TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact
8200,Legacy verification,Burial Mound,Forest,Forest,NA,10,,0.5,5 - extinct or near extinct,Looting
8415,Legacy verification,Burial Mound,Pasture,Pasture,NA,13,,1.1,3 - damaged,Post-depositional
8416,Legacy verification,Extinct Burial Mound,Other,Other,NA,0,,0,5 - extinct or near extinct,Excavation
8417,Legacy verification,Extinct Burial Mound,Other,Other,NA,0,,0,5 - extinct or near extinct,Excavation
8201,Legacy verification,Surface Scatter,Forest,Forest,NA,45,,8,2 - minor damage,Looting
9641,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,43,,2.6,3 - damaged,Agriculture
8202,Legacy verification,Burial Mound,Forest,Scrub,NA,45,,5,2 - minor damage,Looting
8418,Legacy verification,Surface Scatter,Pasture,Pasture,NA,100,,1,2 - minor damage,Agriculture
8203,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,1.8,4 - seriously damaged,Agriculture
9642,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,100,,0,3 - damaged,Agriculture
8204,Legacy verification,Burial Mound,Annual agriculture,Scrub,NA,30,,1.2,3 - damaged,Looting
9643,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,NA,50,,1.5,3 - damaged,Agriculture
8419,Survey,Surface Scatter,Annual agriculture,Annual agriculture,NA,100,,0,3 - damaged,Agriculture
8205,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,20,,1.5,3 - damaged,Other
8420,Legacy verification,Burial Mound,Scrub,Scrub,NA,20,,3.5,3 - damaged,Looting
8421,Legacy verification,Burial Mound,Scrub,Pasture,NA,16,,2.2,4 - seriously damaged,Looting
9644,Legacy verification,Uncertain Feature,Pasture,Pasture,NA,100,,5,3 - damaged,Construction
8206,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,60,,2.3,2 - minor damage,Looting
8422,Legacy verification,Burial Mound,Scrub,Pasture,NA,22,,2.5,4 - seriously damaged,Looting
9645,Legacy verification,Uncertain Mound,Annual agriculture,Pasture,NA,30,,1.4,4 - seriously damaged,Construction
8207,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,1.8,3 - damaged,Agriculture
8423,Legacy verification,Burial Mound,Scrub,Pasture,NA,25,,2.3,3 - damaged,Looting
8424,Legacy verification,Burial Mound,Pasture,Pasture,NA,8,,1,2 - minor damage,Post-depositional
8208,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,60,,1.9,3 - damaged,Agriculture
8425,Legacy verification,Surface Scatter,Pasture,Pasture,NA,100,,9,3 - damaged,Looting
8209,Legacy verification,Burial Mound,Pasture,Pasture,NA,30,,3.5,3 - damaged,Construction
8426,Legacy verification,Burial Mound,Scrub,Scrub,NA,20,,3,2 - minor damage,Looting
8210,Legacy verification,Burial Mound,Pasture,Pasture,NA,20,,1.2,2 - minor damage,Looting
8427,Legacy verification,Uncertain Mound,Scrub,Pasture,NA,14,,1.7,4 - seriously damaged,Construction
8428,Legacy verification,Burial Mound,Pasture,Pasture,NA,18,,1.65,2 - minor damage,Construction
8211,Legacy verification,Burial Mound,Scrub,Scrub,NA,25,,1.4,4 - seriously damaged,Looting
8212,Legacy verification,Extinct Burial Mound,Other,Other,NA,0,,0,0 - No observation,Construction
8213,Legacy verification,Burial Mound,Forest,Scrub,NA,25,,1.2,4 - seriously damaged,Looting
8214,Legacy verification,Burial Mound,Forest,Forest,NA,40,,0.4,1 - pristine,No observation
8215,Legacy verification,Extinct Burial Mound,Forest,Forest,NA,0,,0,5 - extinct or near extinct,No observation
8216,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
8217,Legacy verification,Extinct Burial Mound,Pasture,Pasture,NA,20,,0.4,5 - extinct or near extinct,No observation
8429,Legacy verification,Burial Mound,Pasture,Scrub,NA,25,,1.7,4 - seriously damaged,Excavation
8430,Legacy verification,Burial Mound,Pasture,Pasture,NA,12,,0.8,5 - extinct or near extinct,Excavation
8431,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,18,,0.5,4 - seriously damaged,Looting
8432,Legacy verification,Burial Mound,Scrub,Scrub,NA,40,,3,3 - damaged,Excavation
8433,Legacy verification,Extinct Burial Mound,Other,Other,NA,0,,0,5 - extinct or near extinct,Urban development
8434,Legacy verification,Burial Mound,Annual agriculture,Pasture,NA,40,,5,1 - pristine,Looting
8435,Legacy verification,Burial Mound,Pasture,Pasture,NA,35,,3.5,3 - damaged,Construction
8436,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,25,,0.8,5 - extinct or near extinct,Agriculture
8437,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,NA,20,,0.7,5 - extinct or near extinct,Agriculture
8218,Survey,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
8219,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,45,,1.9,3 - damaged,Agriculture
8220,Survey,Burial Mound,Annual agriculture,Annual agriculture,NA,50,,0.4,4 - seriously damaged,Agriculture
8221,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,25,,1.2,3 - damaged,Agriculture
8222,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,30,,0.8,4 - seriously damaged,Agriculture
8223,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,34,,1,4 - seriously damaged,Agriculture
8224,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,21,,0.6,4 - seriously damaged,Agriculture
8225,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,51,,1.6,3 - damaged,Agriculture
8226,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,NA,32,,1.3,4 - seriously damaged,Agriculture
8227,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,NA,0,,0,0 - No observation,Agriculture
8501,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-10,35,,5,2 - minor damage,Looting
8502,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-10,45,,4,2 - minor damage,Looting
8503,Legacy verification,Uncertain Feature,Pasture,Pasture,2018-09-10,0,,0,1 - pristine,No observation
8504,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-10,45,,2,4 - seriously damaged,Agriculture
8505,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-10,60,,6,2 - minor damage,Looting
8506,Legacy verification,Burial Mound,Pasture,Other,2018-09-10,60,,4,4 - seriously damaged,Excavation
8507,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-10,120,,15,4 - seriously damaged,Excavation
8508,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-10,35,,1.5,4 - seriously damaged,Looting
8509,Legacy verification,Burial Mound,Pasture,Annual agriculture,2018-09-10,80,,5,2 - minor damage,Looting
8510,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-10,40,,4.5,2 - minor damage,Looting
8230,Legacy verification,Uncertain Feature,Annual agriculture,Scrub,2018-09-11,18,,2,4 - seriously damaged,Construction
8231,Legacy verification,Uncertain Feature,Pasture,Pasture,2018-09-11,100,,0.5,0 - No observation,No observation
8511,Legacy verification,Other,Pasture,Pasture,2018-09-11,0,,0,0 - No observation,No observation
8512,Legacy verification,Other,Other,Other,2018-09-11,0,,0,0 - No observation,No observation
8232,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-11,16,,1,4 - seriously damaged,Agriculture
8513,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-11,30,,2.5,3 - damaged,Urban development
8233,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-11,17,,1.3,2 - minor damage,Agriculture
8514,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-11,25,,2,1 - pristine,No observation
8234,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-11,20,,1,3 - damaged,Construction
8515,Legacy verification,Other,Scrub,Scrub,2018-09-11,0,,0,0 - No observation,Other
8235,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-11,20,,1.2,3 - damaged,Agriculture
8516,Legacy verification,Burial Mound,Forest,Scrub,2018-09-11,20?,,1.5,3 - damaged,Looting
8236,Legacy verification,Other,Annual agriculture,Annual agriculture,2018-09-11,8,,0.4,4 - seriously damaged,Agriculture
8517,Legacy verification,Other,Forest,Forest,2018-09-11,0,,0,0 - No observation,No observation
8518,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-11,140,,0.8,4 - seriously damaged,Agriculture
8237,Legacy verification,Other,Pasture,Other,2018-09-11,0,,0.5,5 - extinct or near extinct,Construction
8238,Legacy verification,Burial Mound,Pasture,Annual agriculture,2018-09-11,32,,2,3 - damaged,Looting
8239,Legacy verification,Other,Pasture,Pasture,2018-09-11,9,,0.2,5 - extinct or near extinct,Construction
8240,Survey,Other,Annual agriculture,Pasture,2018-09-11,8,,0.4,4 - seriously damaged,Construction
9646,Legacy verification,Surface Scatter,Pasture,Pasture,2018-09-11,500,,0,1 - pristine,No observation
9647,Legacy verification,Surface Scatter,Scrub,Scrub,2018-09-11,300,,0,2 - minor damage,Looting
9648,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-12,40,,1.5,4 - seriously damaged,Urban development
9649,Legacy verification,Other,Annual agriculture,Scrub,2018-09-12,20,,1,0 - No observation,Agriculture
9650,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-12,25,,2,4 - seriously damaged,Agriculture
9651,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-12,35,,1.5,4 - seriously damaged,Agriculture
9652,Legacy verification,Burial Mound,Forest,Forest,2018-09-12,35,,6,4 - seriously damaged,Looting
8241,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-12,22,,2.7,1 - pristine,Agriculture
9653,Serendipity,Uncertain Feature,Forest,Forest,2018-09-12,8,,1.3,0 - No observation,Other
8242,Survey,Burial Mound,Pasture,Pasture,2018-09-12,20,,2.5,3 - damaged,Looting
8243,Survey,Other,Pasture,Pasture,2018-09-12,8,,1.5,4 - seriously damaged,Other
9654,Survey,Uncertain Feature,Forest,Forest,2018-09-12,12,,1.7,0 - No observation,Other
8244,Survey,Other,Pasture,Pasture,2018-09-12,4,,2,4 - seriously damaged,Other
9655,Survey,Other,Forest,Forest,2018-09-12,16,,3,0 - No observation,Other
8245,Survey,Other,Pasture,Pasture,2018-09-12,6,,1,3 - damaged,Other
9656,Survey,Other,Forest,Forest,2018-09-12,16,,2,0 - No observation,Other
8246,Survey,Other,Pasture,Pasture,2018-09-12,6,,1.7,4 - seriously damaged,Other
8247,Survey,Other,Pasture,Pasture,2018-09-12,6,,1,3 - damaged,Post-depositional
9657,Legacy verification,Burial Mound,Forest,Scrub,2018-09-12,35,,8,4 - seriously damaged,Looting
8248,Survey,Burial Mound,Pasture,Pasture,2018-09-12,12,,1.6,2 - minor damage,Other
8249,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-12,25,,2.5,1 - pristine,Animal activity
8250,Survey,Other,Pasture,Pasture,2018-09-12,6,,1.7,4 - seriously damaged,Other
8251,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-12,15,,2,0 - No observation,Post-depositional
8252,Survey,Other,Pasture,Pasture,2018-09-12,6,,1.5,5 - extinct or near extinct,Other
9658,Survey,Uncertain Feature,Forest,Forest,2018-09-12,9,,1.4,0 - No observation,Other
8253,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-12,30,,2,1 - pristine,Post-depositional
9659,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-12,0,,0,0 - No observation,Agriculture
8254,Survey,Burial Mound,Pasture,Pasture,2018-09-12,15,,1.9,1 - pristine,Animal activity
9660,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-12,35,,0.5,0 - No observation,Agriculture
9661,Legacy verification,Burial Mound,Forest,Forest,2018-09-12,30,,2.5,4 - seriously damaged,Other
8255,Survey,Other,Scrub,Pasture,2018-09-12,8,,1.5,3 - damaged,Other
8256,Survey,Other,Pasture,Pasture,2018-09-12,10,,0.5,0 - No observation,Other
8257,Survey,Other,Pasture,Pasture,2018-09-12,0,,0,0 - No observation,No observation
9662,Survey,Other,Scrub,Scrub,2018-09-13,20,,2.2,0 - No observation,Other
9663,Legacy verification,Other,Scrub,Scrub,2018-09-13,16,,2,0 - No observation,Other
9664,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,30,,1.5,4 - seriously damaged,Agriculture
8258,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,15,,1.5,1 - pristine,Animal activity
9665,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-13,22,,1.2,3 - damaged,Looting
8519,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,35,,5,3 - damaged,Looting
9800,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-13,"NA",,NA,0 - No observation,Agriculture
8259,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,15,,1.4,2 - minor damage,Other
9666,Survey,Uncertain Feature,Scrub,Scrub,2018-09-13,16,,1,0 - No observation,Other
8520,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,45,,3.5,3 - damaged,Animal activity
8260,Survey,Surface Scatter,Annual agriculture,Pasture,2018-09-13,30,,0,3 - damaged,Agriculture
8521,Legacy verification,Burial Mound,Scrub,Annual agriculture,2018-09-13,45,,2,3 - damaged,Looting
9801,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-13,"NA",,NA,0 - No observation,Anthropogenic
9667,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-13,500,,0,0 - No observation,Agriculture
8261,Survey,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,20,,0.5,4 - seriously damaged,Agriculture
8522,Legacy verification,Other,Pasture,Pasture,2018-09-13,0,,0,0 - No observation,No observation
9668,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-13,20,,2.5,2 - minor damage,Other
8262,Legacy verification,Other,Annual agriculture,Annual agriculture,2018-09-13,0,,0,2 - minor damage,Other
8263,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-13,25,,1,1 - pristine,Agriculture
8523,Legacy verification,Extinct Burial Mound,Pasture,Scrub,2018-09-13,0,,2,5 - extinct or near extinct,Construction
9669,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-13,25,,2,2 - minor damage,Construction
8524,Legacy verification,Burial Mound,Forest,Scrub,2018-09-13,40,,3.5,4 - seriously damaged,Looting
9670,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-13,25,,1,4 - seriously damaged,Looting
8264,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,24,,1.6,2 - minor damage,Construction
8265,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-13,15,,1.5,3 - damaged,Looting
9671,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,20,,0.3,5 - extinct or near extinct,Agriculture
8266,Survey,Other,Pasture,Scrub,2018-09-13,6,,0.7,4 - seriously damaged,Other
8267,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-13,10,,1,2 - minor damage,Other
8525,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2018-09-13,0,,1,5 - extinct or near extinct,Looting
8526,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2018-09-13,0,,0,5 - extinct or near extinct,Construction
9672,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,30,,1.5,3 - damaged,Agriculture
9673,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-13,19,,0.5,3 - damaged,Agriculture
9674,Survey,Other,Pasture,Pasture,2018-09-13,6,,1,0 - No observation,Other
9675,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-14,10,,0.1,5 - extinct or near extinct,Agriculture
9676,Survey,Burial Mound,Pasture,Scrub,2018-09-14,21,,0.5,2 - minor damage,Other
8268,Survey,Uncertain Mound,Pasture,Pasture,2018-09-14,8,,1.2,0 - No observation,Anthropogenic
9677,Survey,Uncertain Feature,Pasture,Scrub,2018-09-14,12,,0.5,4 - seriously damaged,Other
8269,Survey,Other,Pasture,Pasture,2018-09-14,10,,0.8,0 - No observation,Anthropogenic
9678,Survey,Extinct Burial Mound,Pasture,Scrub,2018-09-14,20,,0.1,5 - extinct or near extinct,Agriculture
8270,Survey,Other,Pasture,Pasture,2018-09-14,20,,2.2,0 - No observation,Post-depositional
8271,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-14,16,,2,5 - extinct or near extinct,Other
9679,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,40,,2,3 - damaged,Looting
8272,Survey,Other,Pasture,Pasture,2018-09-14,16,,2,0 - No observation,Other
8527,Legacy verification,Burial Mound,Pasture,Forest,2018-09-14,50,,4,2 - minor damage,Looting
8273,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-14,25,,4,2 - minor damage,Looting
9680,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,20,,0.5,3 - damaged,Agriculture
8274,Local informant,Burial Mound,Pasture,Pasture,2018-09-14,12,,1.1,2 - minor damage,Agriculture
9681,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,25,,2.5,3 - damaged,Looting
8275,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-14,20,,1.5,3 - damaged,Looting
8276,Legacy verification,Extinct Burial Mound,Annual agriculture,Scrub,2018-09-14,12,,0.7,4 - seriously damaged,Agriculture
8528,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-14,25,,2,3 - damaged,Looting
9682,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-14,5,,0.1,0 - No observation,No observation
8277,Legacy verification,Burial Mound,Forest,Forest,2018-09-14,25,,2.7,4 - seriously damaged,Looting
8529,Legacy verification,Other,Pasture,Pasture,2018-09-14,0,,0,0 - No observation,No observation
9683,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-14,30,,2.5,3 - damaged,Looting
8530,Legacy verification,Burial Mound,Annual agriculture,Forest,2018-09-14,33,,2.5,3 - damaged,Looting
9684,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-14,10,,0.5,0 - No observation,Agriculture
8278,Legacy verification,Other,Forest,Pasture,2018-09-14,5,,2.2,0 - No observation,Construction
8279,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-14,8,,1.5,5 - extinct or near extinct,Looting
9685,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,25,,0.5,2 - minor damage,Agriculture
9686,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-14,40,,1.5,2 - minor damage,Agriculture
9687,Survey,Uncertain Feature,Scrub,Scrub,2018-09-17,6,,0.5,0 - No observation,Other
9688,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,24,,1.5,3 - damaged,Looting
9689,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-17,30,,1.8,4 - seriously damaged,Other
9690,Survey,Other,Scrub,Scrub,2018-09-17,14,,2,0 - No observation,Other
8280,Survey,Other,Pasture,Pasture,2018-09-17,20,,3,5 - extinct or near extinct,Construction
8531,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-17,0,,0,5 - extinct or near extinct,Construction
8281,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-17,20,,1.5,5 - extinct or near extinct,Other
9691,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,15,,1,4 - seriously damaged,Looting
8282,Survey,Burial Mound,Pasture,Pasture,2018-09-17,16,,1,2 - minor damage,Other
9692,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,40,,5,3 - damaged,Looting
8283,Legacy verification,Burial Mound,Scrub,Forest,2018-09-17,18,,2,2 - minor damage,Looting
8532,Legacy verification,Burial Mound,Pasture,Forest,2018-09-17,42,,3,3 - damaged,Looting
8284,Survey,Burial Mound,Scrub,Pasture,2018-09-17,12,,0.6,2 - minor damage,Looting
9693,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-17,50,,6,3 - damaged,Looting
8285,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-17,20,,2.3,3 - damaged,Looting
9694,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,20,,2,2 - minor damage,Looting
8533,Legacy verification,Burial Mound,Scrub,Forest,2018-09-17,20,,1.4,2 - minor damage,Post-depositional
8286,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-17,0,,0,0 - No observation,No observation
8534,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-17,25,,1.5,1 - pristine,No observation
8287,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-17,12,,0.8,3 - damaged,Agriculture
8535,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2018-09-17,0,,0,5 - extinct or near extinct,Construction
8536,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-17,30,,1.5,2 - minor damage,Agriculture
9695,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-17,24,,1.5,4 - seriously damaged,Looting
8537,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-18,26,,0.6,5 - extinct or near extinct,Agriculture
8538,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-18,35,,1.2,5 - extinct or near extinct,Agriculture
8288,Legacy verification,Burial Mound,Forest,Scrub,2018-09-18,12,,1.5,3 - damaged,Looting
8539,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-18,35,,2,4 - seriously damaged,Looting
8289,Survey,Other,Pasture,Scrub,2018-09-18,0 (extends throughout lower slope),,1,0 - No observation,Other
8540,Legacy verification,Other,Annual agriculture,Annual agriculture,2018-09-18,0,,0,5 - extinct or near extinct,Agriculture
8290,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-18,14,,2,4 - seriously damaged,Other
8541,Legacy verification,Other,Scrub,Urban,2018-09-18,0,,0,5 - extinct or near extinct,Urban development
8292,Legacy verification,Extinct Burial Mound,Forest,Pasture,2018-09-18,0,,0.2,5 - extinct or near extinct,Agriculture
8293,Legacy verification,Other,Pasture,Pasture,2018-09-18,0,,0,0 - No observation,Other
8294,Survey,Surface Scatter,Annual agriculture,Scrub,2018-09-19,100,,0,3 - damaged,Agriculture
9696,Legacy verification,Uncertain Feature,Scrub,Scrub,2018-09-19,45,,1.5,5 - extinct or near extinct,Construction
9697,Legacy verification,Burial Mound,Perennial agriculture,Scrub,2018-09-19,20,,1,3 - damaged,Looting
8295,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,30,,2,4 - seriously damaged,Looting
8296,Survey,Uncertain Feature,Annual agriculture,Scrub,2018-09-19,8,,0.5,5 - extinct or near extinct,Agriculture
8297,Survey,Extinct Burial Mound,Annual agriculture,Pasture,2018-09-19,12,,0.5,5 - extinct or near extinct,Agriculture
8298,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2018-09-19,8,,0.3,5 - extinct or near extinct,Agriculture
9698,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-19,60,,5,3 - damaged,Looting
8299,Legacy verification,Burial Mound,Annual agriculture,Forest,2018-09-19,30 (diameter obscured by trees)?,,5,2 - minor damage,Looting
9699,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,30,,2.5,3 - damaged,Looting
8700,Legacy verification,Burial Mound,Scrub,Scrub,2018-09-19,30,,4,4 - seriously damaged,Looting
9700,Survey,Surface Scatter,Annual agriculture,Pasture,2018-09-19,500,,0,0 - No observation,No observation
9701,Local informant,Burial Mound,Pasture,Scrub,2018-09-19,20,,0,5 - extinct or near extinct,Looting
8701,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,15,,1.2,3 - damaged,Looting
9702,Survey,Uncertain Feature,Pasture,Scrub,2018-09-19,20,,1.5,3 - damaged,Post-depositional
9703,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-19,30,,0.5,2 - minor damage,Animal activity
8702,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-19,20,,2,0 - No observation,Post-depositional
8703,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-19,16,,1.7,1 - pristine,Post-depositional
8704,Survey,Burial Mound,Annual agriculture,Scrub,2018-09-19,8,,1.1,2 - minor damage,Agriculture
9704,Legacy verification,Extinct Burial Mound,Forest,Forest,2018-09-19,0,,0,5 - extinct or near extinct,Post-depositional
9705,Legacy verification,Extinct Burial Mound,Scrub,Forest,2018-09-19,0,,0,5 - extinct or near extinct,Post-depositional
8542,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-20,20,,2,3 - damaged,Looting
9802,Survey,Tell,Annual agriculture,Annual agriculture,2018-09-20,"NA",,0.01,0 - No observation,Agriculture
8543,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-20,30,,2.5,4 - seriously damaged,Looting
9803,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-20,"NA",,NA,0 - No observation,Agriculture
8544,Legacy verification,Burial Mound,Annual agriculture,Scrub,2018-09-20,30,,1,2 - minor damage,Agriculture
8545,Survey,Extinct Burial Mound,Annual agriculture,Scrub,2018-09-20,20,,1,5 - extinct or near extinct,Agriculture
9804,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-20,15,,1.5,1 - pristine,Post-depositional
8546,Legacy verification,Burial Mound,Pasture,Forest,2018-09-20,10,,0.5,5 - extinct or near extinct,Looting
9805,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-20,"NA",,0.01,0 - No observation,Agriculture
8547,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2018-09-20,45,,3,4 - seriously damaged,Looting
8548,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-20,45,,5,2 - minor damage,Construction
8549,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-21,30,,1.6,3 - damaged,Looting
8550,Legacy verification,Burial Mound,Annual agriculture,Pasture,2018-09-21,20,,0.5,4 - seriously damaged,Looting
9806,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-21,"NA",,NA,0 - No observation,Anthropogenic
8551,Legacy verification,Burial Mound,Pasture,Scrub,2018-09-21,30,,1.5,4 - seriously damaged,Looting
9807,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2018-09-21,"NA",,NA,0 - No observation,Anthropogenic
8552,Legacy verification,Extinct Burial Mound,Forest,Forest,2018-09-21,0,,0,5 - extinct or near extinct,Construction
8553,Legacy verification,Burial Mound,Forest,Forest,2018-09-21,20,,0,5 - extinct or near extinct,Looting
9706,Legacy verification,Burial Mound,Pasture,Pasture,2018-09-25,25,,1,3 - damaged,Agriculture
8554,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,30,,1.5,3 - damaged,Looting
9707,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,25,,2.5,3 - damaged,Looting
8555,Legacy verification,Other,Forest,Forest,2018-09-25,0,,0,0 - No observation,No observation
9708,Survey,Burial Mound,Annual agriculture,Annual agriculture,2018-09-25,20,,0.5,4 - seriously damaged,Agriculture
8556,Legacy verification,Burial Mound,Forest,Forest,2018-09-25,15,,0.5,4 - seriously damaged,Looting
9709,Survey,Burial Mound,Annual agriculture,Annual agriculture,2018-09-25,25,,0.5,4 - seriously damaged,Agriculture
9710,Survey,Extinct Burial Mound,Scrub,Annual agriculture,2018-09-25,0,,0,5 - extinct or near extinct,Looting
8557,Legacy verification,Burial Mound,Forest,Pasture,2018-09-25,45,,4,3 - damaged,Looting
